,title,artist,genre,lyric
203,  Bravo My Life 브라보 마이 라이프        MIX           , 봄여름가을겨울  ,록 메탈,"해저문 어느 오후 집으로 향한 걸음 뒤에  서툴게 살아왔던 후회로 가득한 지난날  그리 좋진 않았지만  그리 나쁜 것만도 아녔어  석양도 없는 저녁 내일 하루도 흐리겠지  힘든 일도 있지 드넓은 세상 살다보면  하지만 앞으로 나가  네가 가는 곳이 길이다  Bravo Bravo My Life 나의 인생아  지금껏 달려온 너의 용기를 위해  Bravo Bravo My Life 나의 인생아  찬란한 우리의 미래를 위해  내일은 더 낫겠지 그런 작은 희망 하나로  사랑할 수 있다면 힘든 일년도 버틸꺼야  일어나 앞으로 나가  네가 가는 곳이 길이다  Bravo Bravo My Life 나의 인생아  지금껏 달려온 너의 용기를 위해  Bravo Bravo My Life 나의 인생아  찬란한 우리의 미래를 위해  고개들어 하늘을 봐  저 창공을 가르는 새들  너의 어깨에 잠자고 있는  아름다운 날개를 펼쳐라  Bravo Bravo My Life 나의 인생아  지금껏 달려온 너의 용기를 위해  Bravo Bravo My Life 나의 인생아  찬란한 우리의 미래를 위해  Bravo Bravo My Life 나의 인생아  지금껏 달려온 너의 용기를 위해  Bravo Bravo My Life 나의 인생아  찬란한 우리의 미래를 위해  Bravo Bravo My Life 나의 인생아 지금껏 달려온 너의 용기를 위해 Bravo Bravo My Life 나의 인생아 찬란한 우리의 미래를 위해 
"
204,  sweet amp salty  킹스턴 루디스카X배달의민족           , 킹스턴 루디스카  ,록 메탈,"sweet and salty 아주 약간은 맵지 sweet and salty 지금 들어가 찜닭 이젠 음식에 옳고 그름은 없지 노 노 노 판단보다는 수저에 리듬을 맡겨 예 예 예스 그래 잘하고 있어 배민 그건 삶이지 주문해 배달의민족 sweet and salty 아주 약간은 맵지 sweet and salty 지금 주문해 찜닭 원래 찜닭이란 간장 베이스는 못 참지 쎈걸 원한다면 고추장 아님 불소스지 맵다 싶으면 치즈 좀 뿌려야지 사실 뭐든 맛있잖아 인생 뭐 없잖아 배고프다 바로 주문하자 sweet and salty sweet and salty sweet and salty 아주 약간은 맵지 sweet and salty 지금 주문해 배민 sweet and salty 아주 약간은 맵지 sweet and salty 입에 들어가 찜닭 
"
205,  용서받지 못한 자          , 제이케이엘  ,록 메탈,"Don't try to hide behind the times 시대의 뒤편에 숨으려 하지 마 전부 니가 한 일이고 또 저지른 일인 걸 You will never be forgiven 이제 와서 변명하지 마 늦어도 한참 늦은 걸 몰라 어쩔 수 없었다고 내가 너였어도 그랬을 거란 더러운 말 하지 마 없던 일이 될 순 없잖아 Don't try to hide behind the times 시대의 뒤편에 숨으려 하지 마 전부 니가 한 일이고 또 저지른 일인 걸 You will never be forgiven 어두워서 그랬단 말 차라리 멈춰 서지 왜 밟았어 무턱대고 들이대면 사고 날뿐이란 거 잘 알잖아 엎질러진 것은 흘러갈 뿐이야 Don't try to hide behind the times 시대의 뒤편에 숨으려 하지 마 전부 니가 한 일이고 또 저지른 일인 걸 You will never be forgiven 모든 것엔 값이 있다며 그 대가를 넌 곧 치르게 될 거야 소리 내도 귀 막을게 그날에 니가 내게 그랬던 것처럼 Don't try to hide behind the times 시대의 뒤편에 숨으려 하지 마 전부 니가 한 일이고 또 저지른 일인 걸 You will never be forgiven Don't try to run behind the times 도망칠 곳 따윈 없어 애쓰지 마 용서받지 못한 채로 눈 감으면 돼 You will never be forgiven You'll be never forgiven 
"
206,  빛  Prod 앨리스           , 보서  ,록 메탈,"언젠가 내게 다가올 것 같은 희망들 그 빛을 향해 걸어가 어딘지 알 수는 없지만 내 맘이 이끄는 곳으로 I see the light time I can't see the light I see the light way I found my light I see the light dream I found way wanna see the light I see the light time I can't see the light I see the light way I found my light I see the light dream I found way wanna see the light 내 안에 빛을 따라서 이 밤은 별 하나 없이 깜깜해 이 밤을 걷고 또 걸어봐 이 밤이 걷히고 나면 태양의 아침이 올테니 I see the light time I can't see the light I see the light way I found my light I see the light dream I found way wanna see the light I see the light time I can't see the light I see the light way I found my light I see the light dream I found way wanna see the light 내 안에 빛을 따라서 
"
207,  강철로 만들어진          , 리벤지포블루 이현수   ,록 메탈,"아기 새가 어미를 찾듯이 물 밖에 나온 물고기가 퍼덕이듯이 뭔가가 부서지는 소리 어둠 속을 헤매는 나는 네가 필요했어 나는 네가 필요했어 나는 네가 필요했어 나는 네가 필요했어 시간을 돌릴 수만 있다면 오늘 죽고 내일부턴 새 사람이 되어 사는 거야 I know you didn't mean it but you did it 넌 나타나지 않았지 아무 일도 없었던 듯 멀쩡하게 걷는 거야 아무 일도 없었던 듯 멀쩡하게 웃는 거야 강철로 만들어진 것처럼 강철로 만들어진 것처럼 
"
208,  A song for you  니가 너무 좋아           , 강두현  ,록 메탈,"니가 너무 좋아  따스한 저 해 처럼  니가 너무 좋아  반짝이는 눈 처럼  너와 함께 이 순간을 즐겨  너와 함께 오늘을 달려  원하는 대로 느껴지는 대로  하늘을 나는 하얀 새처럼  여행 떠나듯 높이 날아올라  꿈을 가득 안고 널 부를거야  니가 너무 좋아  푸르른 저 달 처럼  니가 너무 좋아  반짝이는 별 처럼  너와 함께 이 순간을 즐겨  너와 함께 오늘을 달려  원하는 대로 느껴지는 대로  하늘을 나는 하얀 새처럼  여행 떠나듯 높이 날아올라  꿈을 가득 안고 널 부를거야  아무일 없는 듯  아무렇지 않은 듯  바람결에 모두 날려  내 꿈을 노래해  원하는 대로 느껴지는 대로  하늘을 나는 하얀 새처럼  여행 떠나듯 높이 날아올라  꿈을 가득 안고 널 부를거야  널 부를거야  
"
209,  Crazy Love          , puff on  퍼프온   ,록 메탈,"미안해 어제 오늘도  후회 할 줄 알면서 I called you  but you knew this would  happen too this night  이런 나인걸 알았잖아  어젯밤 너의 사진보며 눈물흘려  maybe maybe maybe i'm  아닌 걸 아는데  자꾸 그런 생각을 해  everything i need is only you  we broke up already  that's crazy love  we broke up already  that's crazy love  If i die now  we broke up already  그래도 너야  잊은 척 살아가려 했지만  반쯤 취해 또 너 뭐해  술의 힘을 빌려 사랑했다  나는 지금도 사랑한다  끝이 보이는 결말이어도 상관없어  maybe maybe maybe i'm  한번 아닌건 아닌거라 아는데 왜  everything i need is only you  we broke up already  that's crazy love  we broke up already  that's crazy love  If i die now  we broke up already 그래도 너야  we broke up already  that's crazy love  we broke up already  that's crazy love  If i die now  we broke up already 계속 난 너야  we broke up already  that's crazy love  we broke up already  that's crazy love If i die now we broke up already we broke up already that's crazy love we broke up already that's crazy love If i die now we broke up already 그래도 너야 
"
210,  이제는 기억이          , 김지영  ,록 메탈,"내가 눈을 감고 노래 할 때 내 호흡을 기억하려 할 때 도무지 떠오르지 않아 거울을 들여다 보아도 이제는 기억이 나지않는 순간 내가 눈을 감고 자려 할 때 내 어릴적 기억하려 할 때 도무지 떠오르지 않아 천장을 들여다보아도 이제는 기억이 나지않는 순간 높은 언덕을 내려가듯이 떠밀려가듯 빠져들어도 도무지 떠오르지 않아 내 뒷편을 들여다보아도 이제는 기억이 나지않는 순간들이 있지 높은 언덕을 내려가듯이 떠밀려가듯 빠져들어도 도무지 떠오르지 않아 내 뒷편을 들여다보아도 이제는 기억이 나지않는 순간들이 있지 
"
211,  Good Night  Darling          , 서정적인서정  ,록 메탈,"창밖으로 어느새 아침이  새벽하늘 틈 사이 떠오르고  어젯밤 잠 못 이룬 두 눈은  그제서야 조금씩 감겨와  눈을 뜨면 마주하고 싶지 않은 것들  쳇바퀴 도는 일상으로부터  매번 흐릿한 행복을 찾는  얕은 꿈에서라도  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  희미했던 간밤의 꿈속은  이곳의 시간과는 어긋나서  가끔은 어딘가 정반대의 시차로  떠나가보고 싶어  작은 소원이 욕심으로 변하기 전에  나무 밑에 숨겨 놓은 유리병처럼  문득 웃으며 꺼낼 수 있게  한 켠에 품어둬요  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  굿나잇 달링  뒤척이며 지새운 수많은 밤들  그대 이젠 달콤한 꿈을 꿔요  굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 굿나잇 달링 
"
212,  여름꽃  Feat  손진욱           , 헤온 Heon   ,록 메탈,"아무 말 없이 내게 와  한참을 울다 말하네  잘 지내라고 이제 그만하자고  멍하니 돌이켜봤어  어제의 우릴 그리며  돌아와 보니 넌 떠나고 없네  아니라고 말해줘  돌아올 거라 말해줘  찬란했던 우린 시들지 않는  꽃이 되기를 난 바래왔는데  아직도 너를 그리네  날 보던 너의 눈빛을  지우려 해도 더 깊어져 가는데  울면서 나를 떠날 때  이 여름이 끝인 걸 알았어  너는 알잖아 내 마음이 어떨지  아니라고 말해줘  돌아올 거라 말해줘  찬란했던 우린 시들지 않는  꽃이 되기를 난 바래왔는데  아니라고 말해줘 돌아올 거라 말해줘  눈부셨던 우린 시들지 않는  꽃이 되기를 난 바래  그때 그곳에서 너를 기다리고 있어  홀로 집에서 난 너를 기다리고 있어  그때 그곳에서 너를 기다리고 있어  홀로 집에서 난 너를 기다리고 있어  그때 그곳에서 너를 기다리고 있어 홀로 집에서 난 너를 기다리고 있어 
"
213,  Y스포츠센터 응원가  즐겨라           , 윤석현  ,록 메탈,"오오오 오늘을 즐겨라 오오오 지금을 즐겨라 Y FC 즐겁게 달리자 Y 어이 Y 어이 패스 슛 골 야 Y 어이 Y 어이 패스 슛 골 야 뜨겁게 흘리는 땀방울이 주룩주룩 재밌게 운동하니 입꼬리가 실룩실룩 경쟁보다 함께하자 페어플레이 최고가 아니라도 최선을 다해 You can do it never give up You can do it never give up 속도보다는 방향 성적보다는 성장 오늘도 Y FC 오오오 오늘을 즐겨라 오오오 지금을 즐겨라 Y FC 즐겁게 달리자 Y 어이 Y 어이 패스 슛 골 야 Y 어이 Y 어이 패스 슛 골 야 
"
214,  바퀴벌레가 너희들에게          , 가라온  ,록 메탈,"나는 오늘도 매일 전쟁중이야 우리무리를 너무나도 싫어하지 왜 그렇게 싫어할까 응 우린 그저 먹고 사는 생존만의 문제로 살아남기위해 필사적일 뿐이야 만일 함께 잘살자고 했다면 이토록 생존에 필사적일까 다들 막강한 권력안에서도 불리함에 맞서보자며 대항하지만 사실 우린 그래본적도 없지 우린 그저 생존할뿐이야 소중한 가족들을 몰살시켜도 친구 친척들을 몰살시켜도 우리는 그저 숨죽여 울뿐 그무엇도하지않아 그래 친구까지는 바라지 않을게 그냥 있는대로 인정해줄순 없을까 그것마저 큰 욕심일까 그래서 우리가 숨을뿐이야 우릴싫어하는 사람들을위해 너무미워하지마 죽이려들지도마 비켜줄뿐이야 우린숨어있을게 우릴싫어하는 당신들을 위해 
"
215,  Go Train          , LA트레인  ,록 메탈,"노래하고 춤을 춥시다 Ha 난 그게 바로 인생이라 생각해 Trails on to me Dreams on keep it now How Go Go Train L.A. Train is ready now We missed the point the whole way along 삶이란 MUSIC 같은 것 He told us to connecting the dots 빛나는 레일 위의 MOMENTS Yeah Feel the comin' through the rocking tonight Can you feel light There's no boundaries comin' L.A. Train's rocking Feel the comin' through the shining moonlight Can you feel light There's no boundaries comin' L.A. Train's burning delight C'mon We missed the point the whole way along 삶이란 MUSIC 같은 것 He told us to connecting the dots 빛나는 레일 위의 빛나는 레일 위의 빛나는 레일 위의 GUITAR Feel the comin' through the rocking tonight Can you feel light There's no boundaries comin' L.A. Train's rocking Feel the comin' through the shining moonlight Can you feel light There's no boundaries comin' L.A. Train's burning delight 노래하고 춤을 춥시다 난 그게 바로 인생이라 생각해 Trails on to me Dreams on keep it now Go Go Train L.A. Train is ready now Go Go Train L.A. Train is ready now Go Go Train L.A. Train is Ready now 
"
216,  월세 전세 매매          , 업스타  Up Star   ,록 메탈,"시작하자 우리들의 간절함을 말하는 노래 지방 출신 서울 상경 부품 마음 제발 출세하자 상상했었던 내 삶은 월세 전세 올라가다 매매하겠지 하지만 서울 경기 부동산은 초토화지 워 원룸 가야지 제발 내게 살아갈 곳 알려줘요 워 조금만 자리라도 불만 없이 지낼게요 워 워워워워워 기타야 울어라 건강하자 우리들은 가진 것은 이것뿐이야 하나둘씩 서울 떠나 고향가서 이젠 소수민족 상상했었던 내삶은 월세 전세 올라가다 매매하겠지 하지만 서울 경기 부동산은 초토화지 워 원룸 가야지 제발 내게 살아갈 곳 알려줘요 워 조금만 자리라도 불만 없이 지낼게요 워 워워워워워 도대체 우리는 어디로 가야 할까요 월세도 올라 전세도 올라 대출은 힘들어 이사 비용 부동산 중개료 도대체 어디로 가야 하냐구요 제발 대답해 주세요 제발 내게 살아갈 곳 알려줘요 조금만 자리라도 불만 없이 지낼게요 워 워워워워워 제발 내게 살아갈 곳 알려줘요 워 조금만 자리라도 불만 없이 지낼게요 워 워워워워워 워 예이예에 사라두르답두답답두답 웨 예이예에 제발요 
"
217,  Hush Hush  Feat  MIYAVI   Korean Ver            , 강다니엘  ,록 메탈,"Hush Hush Keep your voices down down Feels like a scream 어둠 속에 들려오는 목소리 한 걸음씩 멀어질 때면 다시 돌아오지 Hush Hush 마치 walls have ears 내 얘길 엿듣지 Hush Hush 입을 연 순간 넌 모든 걸 잃겠지 Hush Hush 눈을 마주치지 마 달아날 수 있게 Hush Hush 미로 속으로 널 부르기 전에 Hush Hush Keep your voices down Keep your voices down 소리 없이 여기 모든 시선이 날 보고 있어 더 조용히 그 눈빛으로 널 부르고 있지 Hush Hush 마치 walls have ears 내 얘길 엿듣지 Hush Hush 입을 가리고 두 눈을 감고 있길 Hush Hush 움직이려 하지 마 아직은 위험해 Hush Hush 깊은 곳으로 널 부르기 전에 Hush Hush Keep your voices down Keep your voices down Hush Hush Hush Hush Hush Hush Hush Hush Hush Hush Keep your voices down 
"
218,  그림자          , Frankie Summer  ,록 메탈,"감은 눈 뒤 그림자의 끝을 봤어 너의 머릿속 가득 찬 욕망 그렇게 널 내 품 안에 가둔 채로 짙은 어둠을 너에게 줄게 문을 열어 넌 절벽 끝에서 내 손을 잡아 달라 말할 걸 날카롭게 더 너를 깊게 파고들어 너의 머릿속 깊이 녹아든 내가 차올라 덫에 걸린 채로 너를 내 품에 가두고 난 그렇게 너의 욕망을 가득 채우고 그림자 뒤로 그림자 뒤로 감은 눈 뒤 그림자는 어두워져 너의 머릿속 깊이 스며든 욕망이 보여 문을 열어 넌 절벽 끝에서 내 손을 잡아 달라 말할 걸 날카롭게 더 너를 깊게 파고들어 너의 머릿속 깊이 녹아든 내가 차올라 덫에 걸린 채로 너를 내 품에 가두고 난 그렇게 너의 욕망을 가득 채우고 내 공간에선 자유로울 거야 넌 살아 있을 거야 내 욕망에선 날카로운 덫에 널 깊게 파고들어 너의 머릿속 깊이 녹아든 내가 차올라 덫에 걸린 채로 너를 내 품에 가두고 난 그렇게 너의 욕망을 가득 채우고 그림자 뒤로 그림자 뒤로 
"
219,  도베르만          , 하현우  국카스텐   ,록 메탈,"This time won’t be the last and same like that before 하고 싶은대로 해 Yeah I don’t care 그저 숨죽이는 건 뻔해 What you gonna do I’m on fire like I’m gonna burn down Yeah I’m losing my mind Don’t know where to go now 가파오는 숨 내 뒤를 쫒아 따라오기 벅차 Cuz you know there’s no way to stop Feels like I’m losing control 거침 없는 my 스타일 You can’t stop me No chance you can’t get away now 벗어날 수 없어 You are the prey in my hand Get out of my sight Get out of my way This time I’ll never let you cross that line again 주제 넘는 너의 말 you’ve gotta pay for that 애써 몸부림을 쳐 더이상 I won’t let you go I’m on fire like I’m gonna burn down Yeah I’m losing my mind Don’t know where to go now 가파오는 숨 내 뒤를 쫒아 따라오기 벅차 Cuz you know there’s no way to stop Feels like I’m losing control 거침 없는 my 스타일 You can’t stop me No chance you can’t get away now 벗어날 수 없어 You are the prey in my hand Get out of my sight Get out of my way Here we are Where this journey ends 떨리는 두 눈 I see it in your eyes 막아보려해도 날 Oh there’s no way to stop Feels like I’m losing control 발악해도 더 다를건 없어 No chance you can’t get away now 벗어날 수 없어 You are the prey in my hand Get out of my sight Get out of my way 
"
220,  Why          , AVOKID  에이보키드   ,록 메탈,"Hey 어디야 보고 싶다고 You 넌 내게 선을 그어 Step away 널 멀리 할 때면 Oh You say i need 이게 마지막이야 그만하고 싶어 baby 나 날 좀 놔 I don’t know why 밀면 다가와 Oh every night 결심했던 모든 건 you make me down 사라져 가 Oh why Hey 아무렇지 않게 날 흔들어 Why 내 맘은 지칠 줄 몰라 널 밀어내도 한편엔 miss you Why 아파하면서까지 널 You said ‘I like to be with you’ You said ‘우린 잘 통 해’ 다시 나 숨을 참고 돌아가 돌아봐 no 벗어날 수 없어 난 너에게 다 주고 알고 있잖아 we are not the same 내가 어떻게 해야 놔 날 좀 놔 I don’t know why 밀면 다가와 Oh every night 결심했던 모든 건 you make me down 사라져 가 Oh why oh why Oh 날 놔줄래 oh why Oh 날 놔줄래 Why Why don’t you love me or let me go Why 모른 척 아픈 날 지켜봐 Why 네 손만 놓으면 끝나잖아 놔 Oh 날 좀 놔 I don’t know why 밀면 다가와 Oh every night 결심했던 모든 건 you make me down 사라져 가 Oh why I dont know why I don’t hate you 이건 아니야 알고 있잖아 계속 되뇌어도 I don’t know why you don’t let me go 이건 아니야 알고 있잖아 Why 
"
221,  여우비          , 모브닝  MOVNING   ,록 메탈,"정말 이상하죠 사람 맘이 느닷없이 시작되고 말죠 모르고 있다가 어느새 그대를 떠올리다 곧 잠이 들죠 맑은 하늘에 쏟아지는 저 여우비처럼 갑자기 내 맘속에 문득 사랑비가 내려요 난 아직 준비 안 됐지만 그댈 향한 이 맘 사랑인 것 같아요 혹 착각이 아닌지 또 내게 물어봐도 내 맘은 말하죠 이미 그댈 사랑을 한다고 사랑을 한다고 정말 알다가도 모르겠죠 언제부터 내 맘 이런 건지 늘 바라만 보고 늘 그래왔다가 별안간 맘이 왜 이럴까 아무 예고도 없었는데 정신 차려보니 사랑을 가득 품은 그대 여우비가 내려요 난 아직 준비 안 됐지만 그댈 향한 이 맘 사랑인 것 같아요 혹 착각이 아닌지 또 내게 물어봐도 내 맘은 말하죠 이미 그댈 사랑을 한다고 난 벌써 시작해버렸죠 그댈 향한 이 맘 놓을 수가 없네요 난 착각이라 해도 난 이어 가볼래요 그댄 아니래도 이미 나는 사랑하고 있죠 사랑하고 있죠 사랑하고 있죠 
"
222,  이별선고          , Deepshower  딥샤워   span    span Kid Wine  ,록 메탈,"부디 그 말은 하지 마요 차갑게 식은 그댄 내게 무슨 말을 할지 난 알고 있죠 아 우린 여기까진가요 밤하늘을 수놓던 그 많은 날도 이젠 사라지나요 사랑한 마음도 잊지 못할 그 추억까지도 한 줌의 재가 되어 흩어져버리네 사랑한단 흔한 말도 전하지 못하고서 그댈 떠나보내요 다 지나가 버린 잊혀져 버린 우리들의 사랑을 떠올려봐도 되돌릴 수 없는데 그리 쉽게 말하지 마요 무표정한 그대 앞에서 떨고 있는 건 나뿐인가요 아 끝이란 건 알아요 머리로는 되는 이별이 마음으론 이해가 되질 않네요 사랑한 마음도 잊지 못할 그 추억까지도 한 줌의 재가 되어 흩어져버리네 사랑한단 흔한 말도 전하지 못하고서 그댈 떠나보내요 다 지나가 버린 잊혀져 버린 우리들의 사랑을 떠올려봐도 되돌릴 수 없는데 all night long 그 많은 밤이 지나고 다른 기억으로 채워도 잊지는 마 우리 사랑을 나눈 익숙함에 가려진 소중했던 날 사랑한단 흔한 말도 전하지 못하고서 그댈 떠나보내요 다 지나가 버린 잊혀져 버린 우리들의 사랑을 떠올려봐도 되돌릴 수 없는데 Oh Oh Oh 사라지는데 Oh Oh Oh 되돌릴 수 없는데 
"
223,  백일홍          ,       Ninety O One   ,록 메탈,"피어나는 꽃을 따다 너의 방 문 앞에다 놓고 나는 숨었네 너는 꽃에 함께 담긴 나의 설레임은 까맣게 모르는 채 꽃은 결국 시들고 말라 갈 거라고 곧 죽을 것들을 사랑할 수는 없다고 봄비 흩날리던 그날 밤에 나의 마음은 떨군 꽃망울 너는 물을 주지 않는데 나는 백일홍을 머금고 있네 The tale of Zinnia 넌 그런 꿈이야 The tale of Zinnia 너 하나뿐이야 백일이 지나고 여름은 겨울이 되고 눈이 오는 그 때엔 나도 결국 쓰러지고 너의 마음 속엔 흔적조차 없겠지 태어난 그날부터 죽음으로 달려가는 길 꽃을 피운 나를 기억해 주길 가득 맺혀 있던 너의 눈물 넌 내 마음에 맺힌 눈망울 넌 돌아봐 주지 않는데 나는 피어나고 또 지고 있네 The tale of Zinnia 넌 그런 꿈이야 The tale of Zinnia 너 하나뿐이야 봄비 흩날리던 그날 밤에 나의 마음은 떨군 꽃망울 너는 물을 주지 않는데 나는 백일홍을 머금고 있네 The tale of Zinnia 흩날리는 비는 너의 눈물 넌 그런 꿈이야 떨어지는 잎은 나의 마음 The tale of Zinnia 날 바라봐 주지 않아도 너 하나뿐이야 꽃은 피어나고 또 지고 있네 
"
224,  변태          , citibeck  ,록 메탈,"어제 너를 우연히 봤어 말라빠진 몸에 착한 눈을 가진 누가 너를 보면 잊을까 아마 나는 절대 안 돼 못 그래 한참을 기다려도 아직 못 만났어 10년 전부터 바래오던 포스트락을 같이 들으며 세상을 피할 사람 아 잠깐 지금 지나가는 너를 난 내겐 비밀이 하나 있어 니가 아프대도 좋아 너무나 어떡하면 너를 울릴까 그 생각만으로 벌써 며칠이 불면증 약을 전부 훔쳐 숨길 거야 뜬 눈으로 지새는 밤은 무섭지 박제된 염소탈을 선물 해줄 거야 눈이 마주칠 때마다 넌 BIG BIG BODY I CAN'T SLEEP EVERYDAY BIG BIG BODY I CAN'T SLEEP EVERYDAY BIG BIG BODY I CAN'T SLEEP EVERYDAY BIG BIG BODY I CAN'T SLEEP EVERYDAY YOU KNOW 
"
225,  Puzzle  feat  이도           , RedBig 레드빅   ,록 메탈,"진동하는 퍼즐 춤추는 세상  흩어지는 수 많은 퍼즐 조각  날카롭게 찢어진 조각 하나  어쩔 수 없는 운명의 장난감  천사와 악마는 사실 동전의 양면  이 어둠 속에서 울고만 있는  퍼즐 조각의 스토리  그 곳에 펼쳐진 홀로그램 속  슬픈 이야기 잔혹한 동화  하지만 항상 반전이 있지  다시 시작되는 또 다른 세상  새로운 시공간 새로운 퍼즐  희극과 비극의 퍼즐 조각들  사실 모두 하나의 시나리오  천사와 악마는 사실 동전의 양면  이 어둠 속에서 울고만 있는  퍼즐 조각의 스토리  그 곳에 펼쳐진 홀로그램 속  슬픈 이야기 잔혹한 동화  하지만 항상 반전이 있지  분별없는 마음과 없어진 myself  그것은 바로 진실의 속삭임  모두 다 같은 하나의 퍼즐  이 어둠 속에서 울고만 있는  퍼즐 조각의 스토리  그 곳에 펼쳐진 홀로그램 속  슬픈 이야기 잔혹한 동화  하지만 항상 반전이 있지  
"
226,  동전점          , 코인도트  Coin dot   ,록 메탈,"손가락 끝에서 주머니 끝에서  다시 만난 작은 동전 하나  손가락 끝으로 야윈 손등 위로  내 고민을 담아 던져보네  만약 앞이 나온다면  오늘 난 모든게 가능할거야  멍청하기 전으로 돌아가서  나를 혼내줄거야  뒤가 나온대도 미련 없이 넌  다시 주머니 속으로 먼지 속으로  우물쭈물 하지마 바로 지금이야  동전을 던지면 앞이나 뒤겠지  어차피 더 나빠질거라면  동전 때문이라고 하지 뭐  또또또 탓을하고 남을 미워하고  나이를 먹어도 유치하고  손가락 끝으로 나쁜 댓글 달고  악당의 하루도 바쁘다  하지만 앞이 나온다면  오늘 난 멋진 나로 바뀌어버릴거야  360도  우물쭈물 하지마 바로 지금이야  동전을 던지면 앞이나 뒤겠지  어차피 또 나빠질거라면  동전 때문이라고 하지 뭐  날씨 때문이라고 하지 뭐  지금껏 내가 선택했던 모든게  어차피 우연이나 운이었다면  차라리 동전에게 맡겼었다면  달랐을까 아님 똑같았을까  달랐을까 아님 똑같았을까  그딴 생각 하지마 바로 지금이야  동전을 던지면 뒤거나 뒤겠지  어차피 또 나빠질 수밖에  동전 때문이라고 하니까  날씨 때문이라고 할테니까  내 잘못은 하나도 없으니까  Because of me  Because of  Because of coin  Because of anybody  Because of me Because of Because of coin Because of anybody 
"
227,  No Word          , ASPD  ,록 메탈,"Waiting for Searching pain With your air All my tears and Waking this end To your name im just teen All this pain make me teen I was baging to your heart Its faking dust Waiting for my mission To slow breaking the dust When you like that for way I been to slow breaking the Time for way im just teen All this pain make me teen I was baging to your heart Its faking dust Waiting for my mission To slow breaking the dust When you like that for way I been to slow breaking the Time for way To slow breaking the dust When you like that for way I been to slow breaking the Time for way To slow breaking the dust When you like that for way I been to slow breaking the Time for way 
"
228,  불시착          , SAGA  ,록 메탈,"뜨거운 건 그대 귓가에 내 모든 건 나의 눈가에 이른듯한 아침이 오면 난 말해버릴지도 몰라 지는듯한 별을 잡으면 난 사라져 버릴지 몰라 우린 미워하게 될 거야 아주 오래 도망 다니자 우릴 미쳐 보지 못하게 영원을 쫓기자 나를 닮은 바다를 좇아 단 하나의 배가 되어서 이른듯한 아침이 오면 난 말해버릴지도 몰라 지는듯한 별을 잡으면 난 사라져 버릴지 몰라 우린 미워하게 될 거야 아주 오래 도망 다니자 우릴 지쳐 보지 못하게 영원을 쫓기자 영원을 쫓기자 영원을 쫓기자 
"
229,  선물  Vocal by 현유시인           , 서성일  ,록 메탈,"별빛이 쏟아진 밤 홀로 걸어 나와 한참을 서성이다 손끝이 무뎌질 때쯤 넌 넘어와 미소를 건네주네 허공에 떠도는 감정들 텅 빈 방 안을 채워주고 갈수록 깊어진 달빛은 더욱 애타게 만들어 날 설레이게 해 날 밤새 잠 못 이루게 해 조그마한 순간도 내겐 다 소중하니까 내일이 없던 날 내일을 기다리게만 해 오늘이 지나가면 만날 수 있을까 혹시 무슨 일이 생긴 걸까 지금쯤 어디로 가고 있을까 수많은 생각에 알 수 없는 기분을 밝혀줘 언제나 그랬듯이 귓 가에 맴도는 종소리 텅 빈 내 마음을 대신해 주고 갈수록 깊어진 달빛은 더욱 애타게 만들어 날 설레이게 해 날 밤새 잠 못 이루게 해 조그마한 순간도 내겐 다 소중하니까 내일이 없던 날 내일을 기다리게만 해 오늘이 지나가면 만날 수 있을까 날 설레이게 해 날 설레이게 해 날 설레이게 해 날 밤새 잠 못 이루게 해 조그마한 순간도 내겐 다 소중하니까 내일이 없던 날 내일을 기다리게만 해 오늘이 지나가면 만날 수 있을까 
"
230,  plastic body          , orange flavored cigarettes  ,록 메탈,"Saturday night I work alone I'm stuck in a show window Maybe I was hallucinating Mannequins keeps moving Oh baby I had a plastic body Actually I'm stuck in my mind Let's braking the time and crush the glass I wanna belong to your world So I can breath and I got free I took off my Gucci shirt Get off my life can't control me Oh lights are coming closer Oh baby I had a plastic body Actually I'm stuck in my mind Let's braking the time and crush the glass I wanna belong to your world Oh baby I had a plastic body Literally my body is break Let's braking the time and crush the glass Just wanna belong to your world Oh baby I had a plastic body Actually I'm stuck in my mind Let's braking the time and crush the glass I wanna belong to your world 
"
