,title,artist,genre,lyric
763,  서울 씨리 Seoul Citty           , 온닷  OnDot   ,록 메탈,"어제는 하루 종일 누워있었고 이제는 눈물도 나오지 않아 백십에 이백 센티 싱글 침대만 나를 위로하네 초라해지네 요즘 나는 말이야 발목 늘어난 양말 자꾸 흘러내려 끝이 어디야 요즘 나는 말이야 뒤집어진 거북이 혼자서는 제자리를 찾지 못해 애증의 서울씨리 넌 너무 유혹적이야 가까이 가면 갈수록 멀어지는데 애증의 서울 씨리 내 집 마련은 하려나 친구들아 어디야 연락 못 해 미안해 저마다 지고 사는 이야기가 있고 결국엔 내 것이 제일 버겁더라 따시던 위로의 말은 하루를 못 가고 오늘이 내일 되면 다시 슬퍼지네 애증의 서울 씨리 넌 너무 유혹적이야 가까이 가면 갈수록 멀어지는데 애증의 서울 씨리 내 집 마련은 하려나 친구들아 어디야 연락 못 해 미안해 사실 나는 말이야 잘 지내냐는 말 무서워 딱히 할 말도 없고 괜찮지도 않아 사실 나는 말이야 쓰다 지우네 너는 어때 친구야 잘 지내야 해 
"
764,  Don t go          , KLAZY  크레이지   ,록 메탈,"저 어두운 파도 속에 누군가 지쳐간 기억들을 부르네 그 어딘가 진실은 빛을 잃은 해가 되어 버렸나 Some people want to live But turn their back on me 나 아닌 나로 살았던 시간 Some people say to me Don’t go She said don’t go Say don't go tonight 흩어진 그림을 맞춰 보지만 거짓말이 삼킨 몇 개의 퍼즐 조각나 사라져 알 수 없는 사실은 바람에 끊어진 연이 되었나 Some people want to live But turn their back on me 나 아닌 나로 살았던 시간 Some people say to me Don’t go She said don’t go Say don't go tonight 지친 어깨에 닿았던 온기 그 모든 희망들 겨우내 버틴 작은 풀잎이 꺾이지 않길 난 기도해 Some people want to live But turn their back on me 나 아닌 나로 살았던 시간 Some people say to me Don’t go She said don’t go Say don't go tonight Some people say to me Don’t go She said don’t go Say don't go tonight 
"
765,  버터커피          , 팡크레인  ,록 메탈,"버 터 커 피 팡 크 레 인 1 2 3 4 Are you ready 가면 속에 숨겨놓은 음흉한 Atrocious 위선적인 웃음 속에 감춰놓은 Sharp knife 얕은 재주만 믿는 결국 그냥 쓸모없는 가죽일 뿐 자존심으로 스스로를 갉아먹고 있잖아 왜 그렇게 사는거야 니 멋대로 사는거야 Are you kidding me 니 곁에 남아있는 모든 것들이 사라지면 알게 될까 finally You’ll end up alone 허세 가득한 가식들이 경이로워 A fool who doesn't think about what happens next 쓸모없는 그 무분별한 자존심에 Everyone's gonna turn a blind eye to you 좁아터진 이 바닥에 무얼 믿고 있는지 답이없는 간사함을 감춰둔 rancid mind 왜 그렇게 사는거야 니 멋대로 사는거야 Are you kidding me 결국 원하던 세상의 마지막이 무너지면 알게 될까 finally You’ll end up alone 허세 가득한 가식들이 경이로워 A fool who doesn't think about what happens next 쓸모없는 그 무분별한 자존심에 Everyone's gonna turn a blind eye to you 1 2 3 Go 허세 가득한 가식들이 경이로워 허세 가득한 가식들이 경이로워 허세 가득한 가식들이 경이로워 1 2 3 Go 너를 믿었던 내가 바보같았겄지 그저 부족한 허수아비 같았겠지 정말 잘났다 생각하고 있겠지만 그저 어이가 없을뿐인 자만이지 허세 가득한 가식들이 경이로워 A fool who doesn't think about what happens next 쓸모없는 그 무분별한 자존심에 Everyone's gonna turn a blind eye to you 
"
766,  Firefly  feat  lavndr           , Min Kang  ,록 메탈,"Shine bright Even in the darkness I hope you hear me Shine bright Don’t need to try You were born to shine Feel the breeze Under the willow tree Close your eyes Just like I did Remember the night sky Where the star sang a lullaby I’m still here Waiting for you now I know you’ve tried You held on tight Sometimes you wanted to cry Can’t sleep at night No more sunrise you felt like drifting all day Then drowning deeper and deeper again It took you all the way But then you realized You’ve got the keys to make things right I wanna tell you Now it’s time for you to shine The stars will always follow you No matter where you are Cuz you always shine bright Sunrise will fill your eyes Don’t hide away Take my hand now Look up the stars it’s so bright Take my hand hold it tight Just like a firefly Shine like a firefly Look up the stars it’s so bright Take my hand hold it tight We can light up the sky Believe in yourself Don’t hide away Just like a firefly Shine like a firefly I wanna tell you It’s time for you to shine The stars will always follow you No matter where you are Cuz you always shine bright Sunrise will fill your eyes Don’t hide away Take my hand now 
"
767,  FLY          , 버닝소다  ,록 메탈,"어쩌죠 심장이 두근두근  아무것도 할 수 없죠  온종일 휴대폰만 바라봐요 오오  바빠 왜 연락이 없어  계속 톡을 보내봐도  숫자 1이 없어지지 않아  온종일 그댈 생각하며  하루를 보내 오오  훨훨 fly high 날아가고 싶어  그대와 함께  fly higher ye 지금 내 맘속엔  오직 그대뿐  좀더 more more  다가가고 싶어 그대 품 안에  fly higher ye  나를 받아줄 준비 됐나요  oh oh oh oh oh oh oh  어쩌죠 마음이 조마조마  아무것도 할 수 없죠  온종일 휴대폰만 바라봐요 오오  아직도 연락이 없어 전활 할까  고민해 난 언제쯤 답장을 해주나요  온종일 그댈 생각하며  하루를 보내 오오  훨훨 fly high 날아가고 싶어  그대와 함께  fly higher ye 지금 내 맘속엔  오직 그대뿐  좀더 more more  다가가고 싶어 그대 품 안에  fly higher ye  나를 받아줄 준비 됐나요  훨훨 fly high 날아가고 싶어 그대와 함께 fly higher ye 지금 내 맘속엔 오직 그대뿐 좀더 more more 다가가고 싶어 그대 품 안에 fly higher ye 나를 받아줄 준비 됐나요 oh oh oh oh oh oh oh 
"
768,  광안대교          , 다양성  ,록 메탈,"여름의 도시 불빛은 많고 많은 사람 중에 내게 너를 데려왔어 눈이 마주칠 때마다 타오르는 밤의 열기 우린 어디든 갈 수 있어 손을 잡고 달려나와 바다를 보러 가자고 다신 돌아오지 말자고 세상이 말해준 것과 그렇지 않은 것들 어디에도 안된단 말은 없어 머나먼 곳으로 떠나자 모두 잊어버릴 만큼 너와 내가 누구인지 잊어버릴 만큼 아무도 없는 곳으로 무슨 일이 일어나도 신경쓰지 말고 우리만의 성을 짓자 거친 바람에 쓰러져도 행복할 거야 
"
769,  P S          , 코인도트  Coin dot   ,록 메탈,"알아 왜 그러는 건지  자존심이란 건 참 우습지  태연한척해도 말야  알아 너도 그렇겠지 아마 똑같겠지  마주치고 싶지 않던 순간에  우리는 서로를 탓하고 있어  하지 못 한 얘기가 있어  널 앞에 두고 할 수 없는 말  다 잊은 것처럼 괜찮은 것처럼  속여왔지만  널 둘러싼 모든 일들이  다 부서지고 또 무너져가길  다시는 누구도 사랑할 수 없는  네가 되기를  알아 너도 그렇겠지 아마 똑같겠지  널 마주치고 싶지 않던 순간에  어느세 너는 내 앞에 서 있어  하지 못 한 얘기가 있어  널 앞에 두고 할 수 없는 말  다 잊은 것처럼 괜찮은 것처럼  속여왔지만  널 둘러싼 모든 일들이  다 부서지고 또 무너져가길  다시는 누구도 사랑할 수 없는  네가 되기를  널 둘러싼 모든 일들이 다 부서지고 또 무너져가길 다시는 누구도 사랑할 수 없는 네가 되기를 
"
770,  ROCKSTAR          , OLB  One Last Bullet   ,록 메탈,"무가치한 일이었었다곤  꿈에서도 생각하지 않았어  내가 가는 길에 대한 의심은  의미 없는 바람일 뿐이고  서러웠던 과거들에 이제 난  자유를 찾을 것만 같아  원하는 걸 가질 수만 있다면  부서져도 상관없어 난  내가 원했던 그대로  니가 원하던 그대로  내가 원했던 그대로  니가 원하던 그대로  내가 원했던 그대로  니가 원하던 그대로  내가 원하던 그때로  우리가 원하던 그대로  On the shining light  We stand like a rock  변치 않는 현실에  우리의 환상을  On the shining light  We stand like a rock  승리의 깃발을  낙원에 중심에서  Stand up for all  for riot  저 멀리 보이는  가파른 언덕 너머  넘치는 태양처럼  On the shining light  We stand like a rock  변치 않는 현실에  우리의 환상을  On the shining light  We stand like a rock  승리의 깃발을  낙원에 중심에서  On the shining light We stand like a rock 변치 않는 현실에 우리의 환상을 On the shining light We stand like a rock 승리의 깃발을 낙원에 중심에서 
"
771,  다른 이름          , 루아난다  Ruahnanda   ,록 메탈,"나약한 너는 나를 의지한다 무엇도 할 수 없는 너는 내가 전부다 길을 잃은 너는 내게 기댄다 내게 슬픈 그대가 살아갈 수 있는 힘이다 다른 이름의 넌 다른 이름의 난 다른 이름의 우린 사랑할 수 있을까 함께 할 수 있을까 우리를 갈라놓은 건 대체 무엇이었을까 그대는 나를 사랑하긴 했을까 그저 내가 바보같아 곁에 둔 걸까 그대에 대한 나의 마음은 대체 질투와 욕망 사이 어디쯤에서 헤매던 걸까 다른 이름의 넌 다른 이름의 난 다른 이름의 우린 사랑할 수 있을까 함께 할 수 있을까 우리를 갈라놓은 건 대체 무엇이었을까 죄의식이 나를 지배한다 내 안의 욕망이 나를 삼키려 든다 부서져 버린 나의 꿈 나의 꿈 그대에 대한 나의 욕망은 나를 파괴하고 비틀린 마음은 그대에게 새 이름을 지어주고 꿈틀거리는 공간에 새로운 관계를 심어내어 영원한 노래에 눈물을 흘린다 영원한 노래에 눈물을 흘린다 
"
772,  사랑 끝에 놓인 젊은이의 편지          , 밴드     ,록 메탈,"그대 나를 잊었나 편질 써보렵니다 저문 저녁 성당 앞 육거리 어느 카페에서 물빛처럼 눈부신 그댈 그려봅니다 틈만 나면 싸워도 좋은 게 연애라 하던가 섣불리 안녕이라 말하지 마 선인장처럼 가시 돋친 그대여 다정한 맘이 낯설어 그랬던 거니 오 정녕 함께 할 수 없는가 그대 그대 그대 함께합시다 모두 농담이란 걸 나는 알고 있어요 다투다가도 금방 드는게 정이라 했던가 못난 사람이여 듣지를 마오 내 얘길 듣지를 마오 이 따위 철 지난 사랑의 노래 이 노랠 듣지를 마오 이 노랠 듣지를 마오 함께 뛰던 학교에서 돌아오는 집 앞 열정속에 그 뜨거움 우우우 하지만 나는 목격했어 그 둘의 마지막을 사랑은 한순간이더라 이구나 사랑받지 못하면서 사랑하는 젊은이들아 고생 많았다 사랑받지 못하면서 사랑하는 젊은이들아 고생 많았다 
"
773,  흔한 이별 노래          ,   pp  ,록 메탈,"그런 흔한 말로 위로 하려고 하지 마 우린 이미 서로 알고 있잖아 어색한 너의 표정을 바라보면서 나와 같다는 걸 느꼈어 어쩌면 우린 끝난 마음을 애써 숨기며 이렇게 흔한 사랑 노래 이별 얘기 많고 많지만 우리는 남들과는 다르다고 믿었었는데 그저 흔해빠진 사연 속의 주인공처럼 이렇게 헤어지는 게 조금 아쉬울 뿐야 아주 조금 이제 돌아서면 우린 남이 되는 걸까 몇 마디의 말로 이렇게 함께 한 많은 기억들을 짧은 인사로 보내며 흔한 사랑 노래 이별 얘기 많고 많지만 우리는 남들과는 다르다고 믿었었는데 그저 흔해빠진 사연 속의 주인공처럼 이렇게 헤어지는 게 조금 아쉬울 뿐야 
"
774,  미녀와 야수          , The Rose 더 로즈   ,록 메탈,"이뤄질 수 없던 너와 나의 사랑 이야기 Like Beauty and the Beast 사람들의 시선 우릴 보며 고갤 흔들어 Cause I’m the beast but you are the beauty You’re beauty 마지막 꽃잎이 떨어져 마법에 걸릴 것 같아 Beautiful love you and I It’s a beautiful life you and I You're Beauty 시들었던 꽃이 피어나 마법이 풀릴 것 같아 Beautiful love you and I It’s a beautiful life you and I 매일 보던 풍경 너와 함께라면 새로워 Like beauty and the beast 알 수 없는 감정 남들과는 다른 것 일뿐 Cause I’m the Beast but you are the Cause I’m the Beast and you are the You’re Beauty 마지막 꽃잎이 떨어져 마법에 걸릴 것 같아 Beautiful love you and I It’s a beautiful life you and I You're Beauty 시들었던 꽃이 피어나 마법이 풀릴 것 같아 Beautiful love you and I It’s a beautiful life you and I You are the beauty You are my destiny You are the beauty It’s a beautiful life you and I Just Beauty You are the beauty You are my destiny You are the beauty It’s a beautiful life you and I Just Beauty 마지막 꽃잎이 떨어져 마법에 걸릴 것 같아 Beautiful love you and I It’s a beautiful life you and I My Beauty 시들었던 마음에 피어나 마법이 풀린 것 같아 Beautiful love you and I It’s a beautiful life you and I 
"
775,  Don t Kill My Vibe          , 구피  Goopy   ,록 메탈,"난 떠나고 싶어 지금 이곳에선 표정 하나 숨기지 못하는 멍청이인걸 벗어나겠어 내 머릿속에서 분명한 건 내가 날 가두고 있었단 거 이런 날도 있는 거라고 바라지 않았다 해도 일어나버린 일인 걸 이런 내가 문제가 된 걸까 변하지 않는다 해도 다시 한번 더 내게 말하면 Don’t Kill My Vibe That’s What I Like Nobody’s Like You Don’t Kill My Vibe That’s What I Like Nobody’s Like You 알고 있겠지 지난 시간들이 말해주니 후횐 없잖아 그럼 된 거지만 아직도 거울은 여전히 어린 날 비추고 있는 걸 이런 날도 있는 거라고 바라지 않았다 해도 일어나버린 일인 걸 이런 내가 문제가 된 걸까 변하지 않는다 해도 다시 한번 더 내게 말하면 Don’t Kill My Vibe That’s What I Like Nobody’s Like You Don’t Kill My Vibe That’s What I Like Nobody’s Like You Don’t Kill My Vibe That’s What I Like Nobody’s Like You Don’t Kill My Vibe That’s What I Like Nobody’s Like You Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t Kill My Vibe Yeah Don’t Kill My Vibe Don’t 
"
776,  space          , The Poles  더 폴스   ,록 메탈,"나의 입에 걸린듯한 거짓말이 도무지 벗어지지가 않아 괜찮을거라고 항상 나에게 말했지만 그렇지 않은걸 우린 이 좁은 방에 누워 수많은 꿈을 그려 지저분해 모두 가질 수 있다고 말해주었던 네가 전부 인거야 이젠 더 그려내지 못해 남겨둘 마음도 없이 넘치고 말았네 이해하기를 바라는 참 바보같은 나의 기대를 지워내 우린 이 좁은 방에 누워 수많은 꿈을 그려 지저분해 모두 가질 수 있다고 말해주었던 네가 전부 인거야 그러니 웃어줄래 무너지지 않게 나도 이제는 정말 잠에서 깰테니 
"
777,  Dogs          , 혼닙 honnip   span    span 곽  ,록 메탈,"You see I’m watching dogs biting Mama I see them fighting You see I’m at corner out of all the options They’re about to lose it They’re tearing up my shoes I’m about to lose it They dig dig dig dig dig With their claws They dig dig dig dig deep They’re about to lose it Mama They’re tearing up my shoes They’re about to lose it Mama mama mama mama mama They’re Digging up my blues They’re about to lose it Dig dig dig dig dig digging with their claws I’m about to lose it 
"
778,  레일 위를 달리는          , 김동희  ,록 메탈,"곧게 뻗어 내달리는 레일 위에 나 분홍빛 물들어 떠가는 구름 왠지 모를 무심한 기분 잔뜩 눌러싼 배낭 속 어딘가에 널 하나둘 끄집어 털어내봐도 기어이 또 어른거려 한순간 온통 어지럽혀져 혼자인게 편치는 않아 그래도 잘 떠나온듯 해 잠시만 헐거운 맘으로 여기저길 떠돌래 차창 가득 번져가는 서늘한 어둠 두고온 일상이 미룬 결심이 새삼스레 어른거려 한순간 온통 어지렵혀져 혼자인게 편치는 않아 그래도 잘 떠나온듯 해 잠시만 헐거운 맘으로 여기저기 멀리 떠나온 만큼 더 아득해진 만큼 더 선명해져 너의 빈자리 오 혼자인게 편해질 때즘 오늘을 기억할 수 있게 니생각 떠오를때마다 맘껏 그리워할래 
"
779,  Gravity  feat  Doii           , H JK  ,록 메탈,"내 손을 타고 흘러 네게 입 맞추고 떨어져 저 아래로 추락해도 난 두렵지 않아 Tell me how some different to me 내가 납득할 수 있게 그런 널 이해할 수 있게 엇갈린 방향을 잡아 너 없는 이곳은 천국 아닌 지옥 Stop feeling Look at me never say goodbye I’m trap in your gravity I’m trap in your gravity 끝이 보일 듯한 항해의 끝에 손 맞닿을 듯한 우리의 끝에 I’m trap in your gravity Come back to me 이런 말을 하는 것도 더는 우스워지지 않게 엇갈린 방향을 잡아 너 없는 이곳은 천국 아닌 지옥 Stop feeling Look at me never say goodbye I’m trap in your gravity I’m trap in your gravity 끝이 보일 듯한 항해의 끝에 손 맞닿을 듯한 우리의 끝에 I’m trap in your gravity 그 숨을 막지는 마 제발 내가 버티기 너무 무거워 떨어지는 그 한순간 스쳐 지나간 너와의 모든 날 끝이 왔어 난 또 떨어져 I’m trap in your gravity I’m trap in your gravity 끝이 보일 듯한 항해의 끝에 손 맞닿을 듯한 우리의 끝에 I’m trap in your gravity 
"
780,  풍등               , 장웅연  ,록 메탈,"떠나가고 싶어 이대로는 죽겠네 바람을 벗 삼아 자유로운 먼지가 되어 서러움과 후회로 뒤엉킨 지난날들 사라지도록 온갖 외로움 나빌레라 하늘 위로 날아오르길 바스러지길 돌아가고 싶어 아무 데라도 좋아 바라는 건 하나 이 세상만 아니었으면 서러움과 후회로 뒤엉킨 지난날들 사라지도록 온갖 외로움 나빌레라 하늘 위로 날아오르길 떠나봐야 거기서 또 울고 말겠지 나를 떠나야만 진정 내가 되겠지 내 모든 욕심을 끝내고 싶어 
"
781,  My Fighter          , 신의재  EJ Shin   ,록 메탈,"I walk to any direction My heart doesn't wanna calm down There are many pills that I take because I wanna get off from everything away My sounds get louder and louder My fighter spins upside down Cause I wanna mix the sky and the sea So please please tell me before I deny everything again just like before I saw in the sea on a sailboat pair of dice drifting away Paradise may exist only if I really sleep and keep daydreaming on There are many pills that I take because I wanna get off from everything away My sounds get louder and louder My fighter spins upside down Cause I wanna mix the sky and the sea So please please tell me before I deny everything again just like before My fighter spins upside down Cause I wanna mix the sky and the sea So please please tell me before I deny everything again just like before 
"
782,  마음이 필요해          , 효진  ,록 메탈,"알 듯 말듯 해 괜히 티를 내 네 맘 아는데 음 음  모르는 척해 떠보는 듯해 이젠 알려줘  좀더 가까이 더 다가갈수록 넌 다시 한 발자국 물러서  어색해진 표정에 이상해진 분위기 더 이상 숨길 순 없어 이제  오 난 네 맘이 필요해 난 정말 이러다 놓치기 싫어 제발 더 힘들지 않게 줄다리긴 그만 고민할 일 없게 네 마음이 필요해  네 마음이 필요해 네 마음이 필요해 네 마음이 필요해 네 마음이 필요해  관심 없는 척 넌 귀찮은 척 계속 밀어 날 음 음  이상해 정말 알다 가도 모르겠어 이젠 알려줘  좀 더 가까이 더 다가갈수록 넌 다시 한발자국 물러서 숨길 수 없는 미소 완벽해진 분위기 더 이상 숨길 수 없어 이젠  오 난 숨기려고 노력했는데 내가 먼저 다가가려 해 널 좋아한다고 더 고민 안 할래 두근대는 내 맘 이제 기다릴게  라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라 라  네 마음이 필요해  네 마음이 필요해  네 마음이 필요해
					"
783,  먼 훗날          , Drawing  드로잉   ,록 메탈,"그래 난 아직도 많이 어려서 힘들면 안 되는 거래 근데 난 이미 다 지쳐버려서 다 놔버리고 싶었어 내가 사는 세상은 다 그대로인데 나 혼자만 힘든 것 같아 나도 나를 모르겠어서 그게 너무 어려운데 난 계속 살아가야 해 먼 훗날 시간이 지나가면 나 그땐 웃을 수 있을까 모든 게 지나고 난 후에는 다 알 수 있을까 그래 그땐 내가 너무 많이 어려서 힘들면 안 됐던 거래 근데 난 지금도 지쳐버려서 다 놔버리고만 싶네 내가 사는 세상은 다 그대로인데 나 혼자만 힘든 것 같아 나도 나를 모르겠어서 그게 너무 어려워서 이미 충분히 괴로워 먼 훗날 시간이 지나가면 나 그땐 웃을 수 있을까 모든 게 지나고 난 후에는 다 알 수 있을까 먼 훗날 시간이 지나가면 나 그땐 행복해졌을 거야 모든 게 지나고 난 후에는 더 행복해졌을 거야 더 행복해졌을 거야 
"
784,  Paul  The sleeper          , 모노서클  MonoCircle   ,록 메탈,"Paul 지금 집 앞이야 널 기다리고 있어 빨리 나와 Paul 오늘은 뭐할까 난 뭐든지 다 좋아 어서 가자 넌 언제나 새근새근 자곤 해 아이들처럼 그런 니모습 익숙해졌나봐 난 그래도 좋아 가끔 네 곁에 기대 눈을 감고 싶지만 저 문을 나서면 즐거운 일이 많아 Paul 지금 집 앞이야 널 기다리고 있어 빨리 나와 Paul 오늘은 뭐할까 난 뭐든지 다 좋아 어서 가자 넌 내게만 쓰담쓰담 하곤 해 참 부드러워 Um 그런 너에게 길들여졌나봐 난 니가 너무 좋아 매일 설레는 맘을 가득 안고 찾아가 저 문을 나서면 즐거운 일이 많아 Paul 지금 집 앞이야 널 기다리고 있어 빨리 나와 늦지 말고 Paul 오늘은 뭐할까 난 뭐든지 다 좋아 어서 가자 손 잡아줘 Paul 지금 집 앞이야 널 기다리고 있어 빨리 나와 늦지 말고 Paul 오늘은 뭐할까 난 뭐든지 다 좋아 어서 가자 손 잡아줘 
"
785,  Bran nu Years Day  Feat 김다은           , 이키  iki   ,록 메탈,"하얀 도시 속에 길 잃은 작은 새 하나 낡은 날개짓엔 온기가 남지 않았어 maybe I cannot fly 아무것도 할 수 없어 이대로 끝이라면 내게 남은 건 없잖아 Is a brand new years day 난 더이상 멈추지 않을거야 Is a brand new years day 넌 기대해 달라진 나의 모습 Take a brand new years day Take a brand new years day 넌 기대해 달라진 나의 모습 놀라운 세상이 우리 앞에 놓여 있어 커다란 한 걸음 이 길을 가보는거야 maybe I cannot fly 아무것도 할 수 없어 이대로 끝이라면 내게 남은 건 없잖아 Is a brand new years day 난 더이상 멈추지 않을거야 Is a brand new years day 넌 기대해 달라진 나의 모습 Take a brand new years day Take a brand new years day 넌 기대해 달라진 나의 모습 Is a brand new years day Is a brand new years day 
"
786,  Metaverse          , 이키  iki   ,록 메탈,"밝게 빛나는 저 별보다 더 밝은 세상이 보여 빛나는 우리만의 유니버스 높게 떠오른 저 달보다 더 높은 내일이 있어 이 순간 우리만의 유니버스 서로의 꿈을 모아 한번도 본 적없는 곳을 향해 기대해 내 손을 잡는 순간 Into the metaverse Into the metaverse I’m here but I’m not here I’m here but I’m not here I belong to the metaverse 달라진 세상 달라진 나 시공의 한계를 넘어 뭐든지 할 수 있을 것 같아 서로의 꿈을 모아 한번도 본 적없는 곳을 향해 기대해 내 손을 잡는 순간 Into the metaverse Into the metaverse I’m here but I’m not here I’m here but I’m not here I belong to the metaverse 
"
787,  꿈이 꿈을 꾸었다          , 안승준  ,록 메탈,"하루에도 몇 번씩 꿈을 꾸네  이 길 어딘가 어느 곳 엔가  나에겐 맡겨 둔 행복이 있어  바보같은 난 꿈이라 했지  습관처럼 믿었던 내일은  나 아닌 누군가 다 정해버리고  아무 의미도 없는 오늘이 남았네  하루에도 몇 번씩 꿈을 꾸네  오늘 보다는 나을 것 같던  한 번 도 본 적 없는 그 내일을  바보 같던 난 꿈이라 했지  습관처럼 믿었던 내일은  나 아닌 누군가 다 정해버리고  아무 의미도 없는 오늘이 남았네  You have to live today  That's what you truly got  You have to live today  That's what you only got now  You have to live today That's what you truly got You have to live today That's what you only got now 아무 의미도 없는 오늘이 내가 가진 유일한 생 이었음을 하루에도 몇 번씩 꿈을 꾸네 어떤 마음이 나를 잡고서 놓아주지 않는 그런 날들을 바보같은 난 꿈이라 했지 
"
788,  술만 마시지만 말고          , 그린민우  ,록 메탈,"술마시고 싶다 정모하고 싶다 오늘밤은 그냥 집에 들어가기 싫다 감성주점 1차 헌팅포차 2차 밤새 놀다보니 지갑 어디갔지 아차 아침에 눈을 뜨니 집에는 잘 왔네 어떻게 왔는지 기억은 안나고 I don't want to realize that i was drunk so much 연락처에 처음보는 번호가 있네 어제 놀긴 했는데 왜 기억이 안날까 시간과 돈이 너무 아깝네 돌릴수만 있다면 시간을 돌릴 수 있다면 집에서 영어공부나 할래 건강 해치지만 말고 친구들만 만나면 술 노래 피시방 그거말고 할게 없는게 한심해 근데 또 내 친구가 술먹자고 부르면 거절못하고 가는 나도 참 멍청해 어제 놀긴 했는데 왜 기억이 안날까 시간과 돈이 너무 아깝네 돌릴수만 있다면 시간을 돌릴 수 있다면 집에서 영어공부나 할래 건강 해치지만 말고 술만 마시지만 말고 
"
789,  달바람          , BENCH  ,록 메탈,"저 스러져가는 나무는 어떤 의미를 담고있나요 그저 불어오는 달바람처럼 내 곁을 머무나요 현실앞에서 멀어지는 내 모습이 초라해졌고 난 또 사랑을하고 그리움을 알고 그대를 그리는 나는 또 난 외로움을 알고 현실에 무뎌져버려 아직까지 그댈 잊지 못해 늘 내 곁을 머물던 바람도 이젠 느껴지지가 않네요 항상 저 달 빛은 나를 감싸는데 당신은 없네요 현실앞에서 멀어지는 내 모습이 사라져가고 난 또 사랑을 묻고 그리움을 앓고 그대를 그리는 나는 또 난 외로움에 지쳐 한없이 잊어보지만 아직까지 나 는 또 사랑을 하고 그리움을 알고 그대를 그리는 나는 또 난 외로움을 알고 현실에 무뎌져 버려 아직까지 그댈잊지 못해 
"
790,  Vanitas  Feat  Vocalist  Kiss            , Seventh Cloud  ,록 메탈,"더 자라지 못하게 옭아맨 유리천장 틀에 찍어낸 듯한 아름답지 못한 장미 무색무취의 줄기는 하늘로 뻗지 못하고 돌아와 날 찌르는 어딘가 무딘 칼과 같아 지껄여 다들 잘난 입으로 제 나름대로의 아둔한 변명 몇 번이고 반복해 짓밟아 가학적인 무지와 거짓 I know you I know you 속박은 가시가 되어 깊숙이 박혀 날 찔러와 그댈 받아들일수록 아픔에 익숙해질수록 선명해지는 My reason 미칠 것 같은 갈증 확신이 없는 선택 집착만이 어두운 한 치 앞을 비추어 실낱같은 빛을 따라 더듬어 나아가면 이유는 존재하는가 공허는 채워지는가 Vanitas esr enim generat hominem Lies forced to demand Vanitas esr enim generat hominem Lies forced to demand I know you I know you 속박은 가시가 되어 깊숙이 박혀 날 찔러와 그댈 받아들일수록 아픔에 익숙해질수록 선명해지는 나의 Reason Close your eyes Hear my voice don't you see I know me I know me 가장 강렬한 색으로 화려하게 빈 종이꽃을 물들여 어린 날 그때의 나에게 만난다면 꼭 안아줄게 Don't cry Believe yourself I know you I know you 속박은 가시가 되어 깊숙이 박혀 날 찔러와 그댈 받아들일수록 아픔에 익숙해질수록 선명해지는 My reason Close your eyes Hear my voice don't you see 
"
791,  Why  Prod  by 남혜승           , Janet Suhh  자넷서   ,록 메탈,"Someday we’ll miss the days we had Someday we’ll be together again Again again and again 너는 왜 잊을만하면 또 내게 나타나 내 맘을 이리저리 또 휘젓고 다니는데 매일 밤 눈을 감았다 뜨면 다시 너였어 지겹다 소리치며 도망치고 내다 버리려 해도 꼬리처럼 떨어지질 않는 너 Goodbye Someday we’ll miss the days we had Someday we’ll be together again 기다려왔나 봐 내 마음의 문틈 사이 거짓말처럼 또 서성일 너를 Say you’ve come to see me again Again and again and again Again and again and again 너를 꼭 잡아두고 싶어 손을 내밀면 저 멀리 달아나 버릴까 아무렇지 않은 척 Why have you come to my house Will you please go away Why have you come to my house Why have you come to my house Will you please go away Why have you Why have you Someday we’ll miss the days we had Someday we’ll be together again 기다려왔나 봐 내 마음의 문틈 사이 거짓말처럼 또 서성일 너를 Say you’ve come to see me again Again and again and again Again and again and again 
"
792,  Overwhelming          , 유태오  ,록 메탈,"Nothing seems alright Love me hold me tight Save me out of this overwhelming life My youth is gone it seems Archive all my dreams Please forever remember this overwhelming life You keep me knockin down your door You keep on asking me for more You keep me knocking knocking knocking knocking knocking Give me one more dance Turn life a romance Make it as sweet as it goes Give me one more dance Turn life a romance Make it as sweet as it goes You keep me knockin down your door You keep on asking me for more You keep me knocking knocking knocking knocking knocking You keep me knockin down your door You keep on asking me for more You keep me knocking knocking knocking knocking knocking Nothing seems alright Love me hold me tight Save me out of this overwhelming life My youth is gone it seems Archive all my dreams Please forever remember this overwhelming life 
"
