,title,artist,genre,lyric,Unnamed: 0
170,  Notebook          , Filament  ,R amp B Soul,"널 보았을 때 시간이 멈춘 것처럼 모든 게 다 멈춘 것 같았어 너무 나도 아름다웠어 심장이 뛰 고 무슨 말을 해야 할까 너에게 잘 보이고 싶은데 그게 마음처럼 쉽지 않아 밤공기가 우릴 감싸고 너와 나는 영화 속에 그 한 장면 처럼 미소 짓고 있어 처음 본 그 순간부터 어쩌면 나는 so deep in love 만약 꿈이라면 영원히 잠들래 넌 물어봤지 늙어서도 장난치고 알콩달콩 영원히 있어줄 그런 사람 어디 없냐고 그게 나라고 수 백번 말하고 싶어 그러기에 난 별 볼 일 없는 너에게 그저 그런 사람 밤공기가 우릴 감싸고 너와 나는 영화 속에 그 한 장면 처럼 미소 짓고 있어 처음 본 그 순간부터 어쩌면 나는 so deep in love 만약 꿈이라면 영원히 잠들래 널 보았을 때 시간이 멈춘 것처럼 모든 게 다 멈춘 것 같았어 너무 나도 아름다웠어 
",
171,  받아줄래          , 진건  ,R amp B Soul,"요즘 난 좀 달라졌어 너의 모든게 신경쓰여 어딜 가도 무엇을 봐도 오직 너만 너란 사람 하나만 찾고 있어 있잖아 오늘 너에게 하고픈 말이 있어 아무래도 니가 난 너무 좋아 있잖아 너도 내 맘과 같다면 내일은 좀 더 가까운 사이로 날 받아줄래 난 진심이야 내 마음속은 너로 가득해 나를 알겠니 어딜 가도 누굴 만나도 내 심장의 주인처럼 널 향해 뛰고 있어 있잖아 오늘 너에게 하고픈 말이 있어 아무래도 니가 난 너무 좋아 있잖아 너도 내 맘과 같다면 내일은 좀 더 특별한 사이로 날 받아줄래 
",
172,  좋았었는데          , 차민수  ,R amp B Soul,"너와 내 세상에 어둠은 없었어 서로의 지붕아래 숨어 우린 더 두려울게 하나 없었지 그래 이건 우리의 지난 얘기 이젠 다른곳을 보고 틀린 답을 말해 지나쳤던 우리의 오랜 얘기들도 이제 끝내야해 기억할게 don’t wanna see forever It cannot be anymore 모든 순간은 언제나 너의 꿈이었지 don’t find me forever don’t kiss me anymore 너와의 기억은 이제 모두 끝인거야 셀 수 없는 날들 서로를 의지하며 그대의 쉴곳이 되줄수 있을거란 이 말이 나를 더 아프게 해 아직도 못 보내는 널 기억할게 don’t wanna see forever It cannot be anymore 모든 순간은 언제나 너의 꿈이었지 don’t find me forever don’t kiss me anymore 너와의 기억은 이제 모두 끝인거야 don’t wanna see forever It cannot be anymore 모든 순간은 언제나 너의 꿈이었지 don’t find me forever don’t kiss me anymore 너와의 기억은 이제 모두 끝인거야 비가 내리는 창밖을 보고 있으면 흐릿하게 비친 너의 모습 오늘 같은 날 작은 네 손을 잡고서 기다렸다고 말하면 좋을텐데 
",
173,  Ghost  Feat  Re Dickens           , COiBLEN  ,R amp B Soul,"거울 속의 지친 모습 웃어보려 해 그게 마음대로 안돼 외로움에 지쳤던 날들 이젠 익숙해 고통이 무뎌지듯 공감하질 못해 하기 싫은 게 너무 많은데 사실 편하긴 해 누워있을 땐 또 시간이 얼마나 빠르게 가는지 찾아오는 burn out 매일이 불안해 의자에만 앉아있는 시간이 답답해 it's hard to fall a sleep and headache 더 괴롭게 해 내버려 둬 그만 내버려 둬 하루 이틀로는 모자라 어떤 사람이길 바라 내버려 둬 그만 내버려 둬 홀로 이 밤을 이어갈게 집요한 잠은 잠시 놓아도 돼 난 보는 눈 없이도 긴장을 해 꽤 오래 붙잡아도 안 넘어가 책 페이지가 더는 내 꼴을 닮은 화분이 또 죽어갈 때 대답해 세상은 왜 이렇게도 가혹해 How can I How can I take it on my own 그리고 뭘 더 견뎌야 해 내게 더는 숨을 곳이 없어져 다들 질리잖아 이미 뻔해진 변명 아마 죽을 때까지 달고 살게 될 내 감기 난 부러워 사람들이 누구에게나 있는 순간이 사실 내겐 없는 게 많아 불편하진 않아 다만 조금 차이만 있을 뿐 내가 왜 이러는지 모르겠어 애써 눈 돌린 고민 STOP IT GLOOMY DAY 내버려 둬 그만 내버려 둬 하루 이틀로는 모자라 어떤 사람이길 바라 내버려 둬 그만 내버려 둬 홀로 이 밤을 이어갈게 집요한 잠은 잠시 놓아도 돼 조금은 쉬어가도 돼 사실 모두 마음먹기에 슬픈 노래소리에 너도 울었겠지만 아무렇지 않게 또 난 같은 내일을 살겠지 uh 내버려 둬 그만 내버려 둬 하루 이틀로는 모자라 어떤 사람이길 바라 내버려 둬 그만 내버려 둬 홀로 이 밤을 이어갈게 집요한 잠은 잠시 놓아도 돼 
",
174,  Drivin  Feat  D Oud  디우드            , Burgundy Willow  버건디 윌로우   ,R amp B Soul,"As soon as I’ll be get there Wish u waiting for this time so bad No need to complicated Just hold my hand and sit by my side Hot like Supernova sweet madonna 넌 어디를 가나 You got shot like cobra my pandora Show me you persona Like a rocky Balboa no diploma go across the sky 기억이 나지 않는 곳까지 나와 함께 we should go Drivin now Drivin now driving now 우리 driving driving driving Drivin now Drivin now driving now 둘이 driving driving driving Woo underneath the stars Whisper slowly and so smooth Even happiness will jealous of our 사이 Drifting like a cloud Into sky my dear Let’s groovin through the night away no Supernova sweet madonna 넌 어디를 가나 You got shot like cobra my pandora Show me you persona Like a rocky Balboa no diploma go across the sky 기억이 나지 않는 곳까지 나와 함께 we should go Drivin now Drivin now driving now 우리 driving driving driving Drivin now Drivin now driving now 둘이 driving driving driving Drivin now Drivin now 우리 Drivin now Drivin now 둘이 
",
175,  나도 딱 너만큼          , 영미  ,R amp B Soul,"이제 그만하자 더 이상 뭘 어떻게 해야 할지 모르겠어 그러니까 그만해 그냥 스쳐 가는 바람 그 이상도 이하도 아닌 걸로 생각하면 할수록 답이 없는 문제 같아 그게 넌지 난지 알 수 없는 미로 속에 헤매고 있잖아 어디 숨겨 놓은 거 아냐 그치 맞지 맞다니까 그래 나도 딱 너만큼 잘 지내고 싶었어 근데 잊은 듯하면 나타나 내 꿈을 괴롭혀 현실이던 너는 꿈이 돼버린 지 음 오래야 정답은 어디 있어 답을 해줘야겠어 네 탓을 해볼까 그럼 마음이 편할까 밤이 지나면 아침은 늘 깨어나듯 이 꿈에서 깨어날래 그래 나도 딱 너만큼 잘 지내고 싶었어 근데 잊은 듯하면 나타나 내 꿈을 괴롭혀 현실이던 너는 꿈이 돼버린 지 음 오래야 어쩌면 사실 난 꿈이고만 싶어 적어도 여긴 네가 있으니까 눈을 뜨는 그곳은 내게 너무 추워 그러니까 그만 날 안아줘 아직도 미련이 남아있는 건 맞아 근데 넌 왜 다 쉬워 여지조차 안 주는 거니 현실이던 네가 꿈이 돼버린 건 응 별로야 그래 나도 딱 너만큼 잘 지내고 싶었어 근데 이게 다 뭐야 하나도 못 지내겠잖아 현실이든 뭐든 너면 좋으니까 다시 내게 와 
",
176,  Amazing Grace          , 추다혜  ,R amp B Soul,"Amazing grace how sweet the sound That saved a wretch like me I once was lost but now I am found Was blind but now I see 그리운 마음은 어제가 오날 살살 바람에 달빛은 밝아도 그리운 마음은 어제가 오날 
",
177,  Don t Make          , Floody  플루디   ,R amp B Soul,"Whenever you treat me like I am nothing Feel something’s disappearing inside me Oh maybe I was filled with your kiss and the memories How could I possibly get you back You were not with me on my birthday Oh no I don’t wanna ask is it over Don’t make me doubt Don’t make me cry 알면서도 널 붙잡는 또 바보같은 내가 싫어 Don’t let me down I can’t take your lies 이미 끝난 걸 아는데 널 떠나지 못하는 내가 미워 Remember the day you wrote MINE on my palm It was so crazy night Oh baby it was the best moment I’ve never had and I will never forget babe Boy if I write MINE again Would your mind still be the same as it was Oh I know I know but just let me know is it over Don’t make me doubt Don’t make me cry 알면서도 널 붙잡는 또 바보같은 내가 싫어 Don’t let me down I can’t take your lies 이미 끝난 걸 아는데 아직 그리운 네가 미워 미워 싫어 싫어 Don’t wanna let you go Where did we start to go wrong Don’t make me down 
",
178,  travel  Feat  허선희           , 임형준  ,R amp B Soul,"솔직하지 못한 내 마음보다 숨길 수가 없는 내 모습 널 바라본 순간에 모든 것을 잊어 날 달래줄 너와 뭘해도 좋아 Listen babe How was your day I m fine just saying You are my holiday Listen babe Don’ t be afraid Text me everyday I’m always ready babe woah 점점 멀어가는 도시 저 멀리로 가 아무도 없는 곳에 우릴 내려놔 둘 만에 Movie shoot 너무 많은 고민들 Yeah we’re going driving 오늘 널 데리러 now 의미없이 돌고돌아 계속 기분은 제멋대로 행동 또 하루 반복되는 패턴 이젠 됐어 너무 날 속여왔으니 내려놓지 못 했던건 오늘만은 다 잊고서 i’m gonna make a change 누가 뭐라해도 just gotta go Listen babe How was your day I m fine just saying You are my holiday Listen babe Don’ t be afraid Text me everyday I’m always ready babe woah 점점 멀어가는 도시 저 멀리로 drive 우린 밤새 drive 아무도 없는 곳에 우릴 내려놔 baby tell me fine 둘 만에 Movie shoot 너무 많은 고민들 Yeah we’re going driving 오늘 널 데리러 now 
",
179,  Pacify Me          , 홍지수  ZISU   ,R amp B Soul,"난 매일 같이 서성여 너의 집 앞 편의점에서 우연인 척하며 전화 걸어 지나가다가 들려봤어 Love is like a caffeine drink in convenience store Would you pacify me Would you pacify me 늦은 밤 나즉히 사랑을 속삭이는 꿈을 꿔 행복해져 이 행성에서 너의 품안에서 Yeah Yeah 너의 품안에서 Yeah Yeah 오 있잖아 네게 청춘을 녹여버릴래 우린 춤을 춰 같은 하늘빛 아래 Would you pacify me Would you pacify me 사랑의 에너지는 아마도 타우린 타오를 대로 이미 타오른 우린 하루종일 초조해 사소한 것들에 세세하게 소심해 조심하게 돼 1분 1초가 붕뜬 마음처럼 들숨과 날숨의 하모니처럼 일관 되지 않게 돼 잠들 때 밤을 새 아침에 숫자를 세 Love is like a caffeine drink in convenience store Would you pacify me Would you pacify me 늦은 밤 나즉히 사랑을 속삭이는 꿈을 꿔 행복해져 이 행성에서 너의 품안에서 Yeah Yeah 너의 품안에서 Yeah Yeah 오 있잖아 네게 청춘을 녹여버릴래 우린 춤을 춰 같은 하늘빛 아래 Would you pacify me Would you pacify me 
",
180,  Magnolia          , Aden  에이든   ,R amp B Soul,"어떻게 지냈어 별거 없이 사는게 모든게 너 없이는 참 다 의미없더라 시간이 지나도 변치 않을 거라고 그날의 모든 기억은 다 너였던 거야 네가 좋아하던 두 눈도 예뻐해주던 내 모난 모습도 네가 돌아온 후로 비로소 색을 찾았고 이제 넌 내 곁에서 영원한 계절이 되어줘 행여 스쳐 지나가지 않도록 just hold me tight babe 널 다신 잃지 않을게 꿈에서조차 너를 찾아 헤매던 밤들 절대 다신 너를 놓치지 않아 I'll promise forever with you yeah 때로는 기쁠 때 혹여는 슬플 때 제일 먼저 네가 떠오르고 네가 날 찾으면 무슨 일이 있든 바로 갈게 you know what it means yeah 이제는 그래도 돼 대신은 사라지면은 안돼 널 다시 잃을까 불안한가봐 oh I don't wanna wake up 꿈이 아니길 바라 baby I don't wanna let go 모든 것을 함께 해 세상이 너를 힘들게 해도 나는 항상 네 편이란 걸 그냥 너라서 forever you my babe just hold me tight babe 널 다신 잃지 않을게 꿈에서조차 너를 찾아 헤매던 밤들 절대 다신 너를 놓치지 않아 I'll promise forever with you yeah oh oh baby oh 
",
181,  garbage dump record   am           , 규린  ,R amp B Soul,"시간은 오전 열두 시 어지러워 쏟아낼 것 같아 많은 사람들과 노랫소린 막 돌아가고 있네 네 발로 기어나가 들리는 옷을 조심하라는 목소리 손을 뻗어 난 붙잡으려 아 그럴 정신이 없네 정신이 없네 금세 따라온 네 그림자 아냐 날 막아선 채로 어두운 건지 눈을 감은 건지 시간은 오전 세 시에 멈춰 있고 숨이 막힐 만큼 커다란 그 아래에서 어딘지도 모른 채 굳어가고 있는 걸 시간은 오전 두 시에 축 늘어져 별 느낌도 없이 낯선 손을 잡아 그저 어딘가 이끌려가고 있네 머리 위 수많은 눈빛과 둘도 아닌 것 같은 그림자 쌓이는 발자국 소리에 난 점점 깨질 것 같아 깨질 것 같아 지나온 거리 위 물드는 건 어딘가 끊어진 걸까 어두운 건지 눈을 감은 건지 시간은 오전 세 시에 멈춰 있고 숨이 막힐 만큼 커다란 그 아래에서 어딘지도 모른 채 굳어가고 있는 걸 점점 무거운 것 같아 나는 미안해 미안하다고만 자꾸 이렇게 끌려도 느낌도 없이 꿈인 것 같아 모든 게 발끝이 갈리고 있어 뭔가 답답하고 차가운 공기 속 어디선가 기어 다니는 기분에 소음도 없이 커다란 더미 그 사이에서 냄새가 났을까 움직이지 않는 걸까 
",
182,  우리 끌어안던 그 밤은 다 어디 갔을까          , 권여름  ,R amp B Soul,"우리 끌어안던 그 밤은 다 어디 갔을까 그저 여름밤의 꿈인 걸까 우리 마주하던 그 밤은 다 어디 갔을까 아직 여름은 멀었는데 1분 1초 지나는 게 난 두려워 나 혼자 여기 두고 서서히 잊혀질까 하루하루 지나는 게 난 무서워 아무런 의미도 남아 있지 않을까 Babe please don't give up that's not what I meant Babe please forgive us It's nobody's fault 우리 끌어안던 그 밤은 다 어디 갔을까 오늘 땅에 내린 눈처럼 사라진 걸까 우리 마주하던 그 밤은 다 어디 갔을까 아마 눈보다 맑았는데 1분 1초 지나는 게 난 두려워 나 혼자 여기 남아 서서히 잊혀질까 하루하루 지나는 게 난 무서워 아무런 의미도 남아 있지 않을까 Babe please don't give up that's not what I meant Babe please forgive us It's nobody's fault 
",
183,  OHD          , COE  ,R amp B Soul,"반짝거려 내 눈빛은 반딧불 빈틈없이 마구 섞여봐 like 술 거침없이 잡고 싶어 너의 허릴 I want ur body 구해줘 빨리 고민 없이 분위기 핑계를 대기 딱 좋은 시간이지 무심한 듯이 반쯤 숙인 네 뒤태는 so bad and boujee 어부바 내 등에 올라타 맞닿은 순간 넌 애가 타 I can make ur body rock ur body rock 밤새도록 널 위해 go down 구름 위로 올라가는 기분을 느껴봐 tonight 반짝거려 내 눈빛은 반딧불 빈틈없이 마구 섞여봐 like 술 거침없이 잡고 싶어 너의 허릴 I want ur body 구해줘 빨리 Oats Hill Drive Oats Hill Drive Oats Hill Drive Downtown Downtown Oats Hill Drive Oats Hill Drive Oats Hill Drive Never turn my back till the morning You are not a doctor but I’m moaning Got a room to spare no balling 소란하기만 했던 주변은 이제 뒤로해 이제 back off don't mind you gotta make it further with me so take my hand 달아나고 싶을 땐 불빛 틈 사이로 run away 넌 달빛처럼 어둠 속에 밝혀 널 가린 안개를 걷혀 내 앞에 넌 눈이 부셔 반짝거려 내 눈빛은 반딧불 빈틈없이 마구 섞여봐 like 술 거침없이 잡고 싶어 너의 허릴 I want ur body 구해줘 빨리 Oats Hill Drive Oats Hill Drive Oats Hill Drive Downtown Downtown Oats Hill Drive Oats Hill Drive Oats Hill Drive 
",
184,  사람들 앞에선 안돼          , SUMMER CAKE  썸머케익   ,R amp B Soul,"Let’s make a secret 나랑 비밀놀이하는 ticket 내가 줄게 내 손을 잡고 당겨 like 줄다리기 You’re gonna like it Let me show ya 좀 더 빨리 멈춰 take it 조용히 내 sign을 기다려 just one second 우리 비밀 얘긴 아무도 모르게 해줘 baby Don’t kiss and tell Can you promise 기다려줄래 If you want me 둘이 있을 때 해 I want it too 밖에서는 친구 할래 사람들 앞에선 안돼 I love you babe I wanna say it I want you babe babe 아슬아슬하게 너에게 모든걸 줄게 But 사람들 앞에선 안돼 boy 모든 스텝 다 you wanna skip it 자꾸 그럼 숨어 버릴거야 서두르는 네가 난 귀여워 But babe I need a minute Won’t you slow down 좀 더 빨리 멈춰 take it 조용히 내 sign을 기다려 just one second 우리 비밀 얘긴 아무도 모르게 해줘 baby Don’t kiss and tell Can you promise 기다려줄래 If you want me 둘이 있을 때 해 I want it too 밖에서는 친구 할래 사람들 앞에선 안돼 I love you babe I wanna say it I want you babe babe 아슬아슬하게 너에게 모든걸 줄게 But 사람들 앞에선 안돼 boy 궁금했었지 숨긴 내 맘을 다 너에게 줄게 천천히 충분히 바랬던 것 보다 더 사람들 앞에선 안돼 I love you babe I wanna say it I want you babe babe 아슬아슬하게 너에게 모든걸 줄게 But 사람들 앞에선 안돼 boy 
",
185,  something  feat  김대혁           , 정바스  ,R amp B Soul,"Waiting for something if you come to me maybe i can do for you Waving at something if you next to me baby i can do for you When i love you if i can’t do anything i just give you my love for you today our 썸day You say anything Can i be your love Can i be your love i know i know i know 하루 종일 봐도 아이들 놀이처럼 난 너에게 빠져 아마 넌 어젯밤 그 책처럼 나에게 허락된 a short tale Waiting for something if you come to me maybe i can do for you Waving at something if you next to me baby i can do for you da la da da da da la da da da 요즘엔 너 없인 떠다니는 구름 같아 떠다니는 구름 같아 네 두 눈에 비친 something 햇살은 봄인 거 같아 나만의 봄인 거 같아 Waiting for something if you come to me maybe i can do for you Waving at something if you next to me baby i can do for you da la da da da da la da da da 넌 나의 모든 것 난 너의 모든 걸 da la da da da da la da da da 넌 나의 모든 것 난 너의 모든 걸 no matter where I am I will always be with you no matter where I am I will always be with you 
",
186,  Funky Birthday  Feat 조정민           , 조범진  ,R amp B Soul,"Happy birthday to you Happy birthday to you Happy birthday to you Happy birthday to you 오늘은 좋은 날 당신께 드립니다 세상에서 제일 행복한 바로 너 Happy birthday to you Happy birthday to you Happy birthday to you Happy birthday to you Happy birthday to you 오늘은 좋은 날 행복해도 괜찮아 사랑스런 너의 생일 축하해 Thank you Thank you Thank you 고마워 생일축하해요 I give you my precious heart 내 맘 받아줘요 Happy birthday to you Happy birthday to you Happy birthday to you Happy birthday to you Happy birthday to you Happy birthday to you 당신의 생일을 축하해요 Happy Happy Happy Happy Happy Happy Happy Happy Happy 사랑해요 
",
187,  All about you          , 승오  span    span 우림  ,R amp B Soul,"이 밤이 가기 전에 tonight we'll just talk about 내 맘은 이미 전해졌으니 It's all about you 오늘이 가고 나서 널 놓치고 후회하고 싶진 않은 걸 너의 눈을 바라볼 때면 멈출 수 없어 내 심장이 마구 뛰는 걸 이 밤이 가기 전에 we'll just talk about 내 맘은 이미 정해졌으니 It's all about It's all about you you you you you you you you you you you you 아무 의미 없는 시간이 될까 봐 우리가 쌓아온 것들 내가 다 망칠까 봐 더 가까이 다가와 줘 이 애매함 내게 주지 않을래 더 확실한 너의 sign 너와 함께할 상상할 때면 참을 수 없이 내 두 볼이 빨개지는 걸 이 밤이 가기 전에 we'll just talk about 내 맘은 이미 정해졌으니 It's all about It's all about you you you you you you you you you you you you 
",
188,  Praise God          , Rozy O  ,R amp B Soul,"The word came to me to save me Oh God everyday is filled with serenity There’s no more like uncertainty Blueprint blueprint I draw like an angel Sun is shining like it never sets Water flows like it never stops From bottom to the top From darkness to the light yeah Eventhough I was in the dark Now Jesus set me free from sin Brand new me brand new me brand new me Now I become a new person thank you God I sleep above the sky walking above the water 그물에 어망에 체인에 걸릴 일 없어 not under the sin anymore And there’s too many pearls out here And it’s too many treasures out here Only Jesus can save us with his grace Mundane day s are now like real princess’s days Eventhough I was in the dark Now Jesus set me free from sin Brand new me brand new me brand new me Now I become a new person I have everything that I need No more wanting jealousy envy From bottom to the top From darkness to the light Now all I need is to praise God Eventhough I was in the dark Now Jesus set me free from sin Brand new me brand new me brand new me Now I become a new person thank you God 
",
189,  My Type  Feat  C CLE           , 이창훈  ,R amp B Soul,"Let me talk about me Let me talk about you tell me 내게 못할 말이 뭐가 있어 So baby Listen get loud more You can tell me 매일 매일 꿈꿔왔던 순간인걸 왜인지 넌 다른 데를 보고만 있어 everyday 기다려온 순간인걸 니 눈이 말해준 대로 So baby Listen get loud more You Can Maybe That's my Type That's my Type That's my Type That's my Type Time is too precious tell me tell me Yeah I'm makin' you sweet like that That's my Type That's my Type That's my Type That's my Type Time is too precious tell me tell me Yeah I'm makin' you sweet like that Girl you are my type 절대 뺏길 수 없어 Girl you are my type 나는 니 남자야 Girl you are my type Why don't you Come close Girl you are my type Girl you are my type Hey 빼지마 난 플러스 같은 남자 잴 필요 없지 대충 견적 나오니까 You don’t have to worry 난 늑대 같은 사슴 나를 맘껏 부리는 대신 부리지마 짜증 어딜 가도 이런 남자 못 찾어 나만 보면 빵 터지잖아 너만의 웃음창고 망설이지 말고 드루와 더 드루와 아님 내가 넘어갈까 노란선 느낌 알잖아 난 FRESH like 동아리 캠퍼스 너는 so professional 날 맘껏 조교해줘 우린 제법 잘 어울리잖아 이런 갬성 캬 매일 매일 꿈꿔왔던 순간인걸 왜인지 넌 다른 데를 보고만 있어 everyday 기다려온 순간인걸 니 눈이 말해준 대로 That's my Type That's my Type That's my Type That's my Type Time is too precious tell me tell me Yeah I'm makin' you sweet like that So baby Listen get loud more So baby Listen get loud more That's my Type That's my Type That's my Type That's my Type So baby Listen get loud more You can tell me 
",
190,  Mask          , Wel C  웰씨   ,R amp B Soul,"I can't take it anymore Turn around 한계의 끝에 도달해 너와 talk about We're gonna try We're gonna high 숨겨왔던 모습을 throw it out oh baby You can call me girl 그 자리에 We're gonna fly We're gonna cry 더 가까이 내게로 와 두껍게 입은 옷 풀어 헤치고 얼굴을 가리고 있던 가면을 벗고 안쪽 깊숙이 있던 보물을 찾아 나서 이 밤이 가기 전에 빌어 어둠뿐만 보이는 내가 되지 않게 그러니 너로 인해 Don't make me a monster I can't take it anymore Turn around 한계의 끝에 도달해 너와 talk about We're gonna try We're gonna high 숨겨왔던 모습을 Throw it out oh baby You can call me girl 그 자리에 We're gonna fly We're gonna cry 모든 걸 내려놓은 채 지금을 느껴 Baby 조금만 더 하면 내일은 빼는 일은 없어 Maybe Don’t worry about it baby 정리는 내가 해놨어 매일 절정에 다르기 까지는 Save I don’t know what’s gonna happen to you 이 순간이 좋아 stuck with you 어둠 속으로 빠져들어가기 전에 keep you up 이젠 시간이 된 거 같아 너와 up all night I can't take it anymore Turn around 한계의 끝에 도달해 너와 talk about We're gonna try We're gonna high 숨겨왔던 모습을 Throw it out oh baby You can call me girl 그 자리에 We're gonna fly We're gonna cry 
",
191,  빙빙윙윙          , LUNAYUL  루나율   ,R amp B Soul,"너와 난 연으로 이어져 근데 또 넌 쉽게 사라져 잘 될까 하다가도 끊어져 넌 근데 왜 이렇게 빙빙거려 내 속을 모른 체 너는 할 말이 없는지 윙윙거려 나의 답답함 속에 네가 자리 잡아 있는지 빙빙거려 너의 상처받은 마음까지 내가 알고 있는지 윙윙거려 너는 내 주위를 맴돌아 또 결국은 제자리네 I wanna see you now 내가 너를 기다려 Let’s meet together now 너를 좋아하나 봐 I wanna kiss you now 내가 널 바라잖아 I think of you everyday Just I’m missing you Oh baby 나 너를 생각하잖아 아아 난 너만 바라보잖아 아아 넌 왜 딴 델 보고 있는 거야 Oh why It’s you 나 너를 생각하잖아 아아 난 너만 바라보잖아 아아 너는 뭘 생각하는 거야 아아 Oh why It’s you 빙빙거려 느낌 없는 미열처럼 내 몸 안에 퍼져있던 건지 윙윙거려 익숙해져 버린 너와 내가 적응되고 있었는지 빙빙거려 아마 보고 싶다면 그 외로움은 더 미치게 번져버려 I wanna see you now 내가 너를 기다려 Let’s meet together now 너를 좋아하나 봐 I wanna kiss you now 내가 널 바라잖아 I think of you everyday Just I’m missing you Oh baby 나 너를 생각하잖아 아아 난 너만 바라보잖아 아아 넌 왜 딴 델 보고 있는 거야 Oh why It’s you 나 너를 생각하잖아 아아 난 너만 바라보잖아 아아 너는 뭘 생각하는 거야 아아 Oh why It’s you 
",
192,  GANADARA  Feat  아이유           , 박재범  ,R amp B Soul,"길거리를 걷다 보면 사랑 노래만 흘러나와 나는 왜 저런 게 낯설까 난 한국말까지 서툴러 번역기도 전혀 도움 안 돼 네 맘엔 어떨까 걱정만 어떤 단어를 쓸지 I don’t know 어떤 말을 할지 I don’t know 나는 왜 이런지 I don’t know You’re on my mind 어떤 단어를 쓸지 I don’t know 어떤 말을 할지 I don’t know 나는 왜 이런지 I don’t know You’re on my mind Baby 정말 생각 안 나 Body language로 자신 있어 보여줄게 girl just give me some your time 너를 보면 손에 땀 나 긴장 풀게 한 번 웃어줘 Let me take u on a magic carpet ride 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 너무 완벽하지 않아도 걱정 마 네 맘을 조금 알 것 같아 네게 좀 더 다가서 볼까 고민해 매일 밤 길거리를 걷다 보면 계속 계속 네 생각이 나 이런 내 모습이 왜 낯설까 번역기 위에서 헤매는 네 손가락까지 자꾸만 생각이 나는 걸 Body language도 나는 괜찮아 But 생각 안 나면 그냥 웃어줘 모든 것을 알려줄게 오늘 밤 내가 나쁜 남자처럼 보여도 너를 볼 때면 맘이 여려져 I wouldn’t mind if I died in your arms 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 손을 잡아 따라와 맑은 날씨 보름달 가르쳐줘 오늘 밤 가나다라마바사 
",
193,  day off          , 재만  JAEMAN   ,R amp B Soul,"가만히 누워있어 잠들지 못하는 나의 밤엔 No way There's no way 시간은 흐르고 있고 무거워진 몸은 또 하루를 삼키네 애써 얼마나 더 내가 어떻게 더 뭘 해야 하는지 숨고 싶어 매일을 또 매일을 아마 난 내일도 no changes 숨 쉬어지지 않아 날 쉬게 해 줄 또 다른 내일이 oh 매일이 어려워 내겐 I've been waiting 밤이 깊어지네 이대로 난 off the day 머리를 좀 쉬고 싶어 조급한 내 맘을 이기지 못해 이렇게 보이는 건 많아지고 지쳐있는 두 눈 속에 난 없네 계속 제자릴 맴도는 달라질 것 없는 내 모습이 숨고 싶어 매일을 또 매일을 아마 난 내일도 no changes 발이 떨어지지 않아 날 일으켜 줄 또 다른 내일이 oh 매일이 어려워 내겐 I've been waiting 밤이 깊어지네 이대로 난 off the day 자꾸만 늘어가는 오늘의 무게 위에 모른 척 fall asleep I just fall asleep 잠시 저물어가는 내 맘 어디쯤에 기대 모른 척 fall asleep I just fall asleep 
",
194,  SMILE          , ZELO  젤로   ,R amp B Soul,"내 머릿속에서 널 지울 수 없어 no ‘Cause I’m loving you 너에게 취해가고 있어 난 Girl just stay with me baby 멈출 수 없어 oh no 어제보다 더 사랑하고 있어 oh 난 You make me smile 너라서 좋은 걸 내 마음이 원해 널 네가 내 삶의 선물인걸 Ah 사랑해 ooh 언제까지나 ah 다시 돌아가도 말해 난 Ooh 난 너뿐이야 오랜 장마 걷히면 햇빛이 보이듯 널 볼 때면 그런 기분이야 Baby I don’t I won’t stop loving ooh Baby you hold me 매일 너를 품에 안고 잠들래 난 You make me smile 너라서 좋은 걸 내 마음이 원해 널 네가 내 삶의 선물인걸 널 영원히 사랑하고 싶어 난 Never say good bye ah 사랑해 ooh 언제까지나 ah All I want is you baby No doubt about it Yeah girl all I want is you All I want is you baby 
",
195,  vintage love          , polar  폴라   ,R amp B Soul,"무슨 말을 할까 고민해 봤어 어젯밤이 새도록 말도 안 되는 핑곗거릴 내세워 전활 걸어볼까 쉽지가 않아 덜컥 겁이 났던 내가 미워 널 좋아한단 이유에 있잖아 난 늘 망설이곤 했어 참 못났지만 i’ll give you vintage love i’ll give you vintage love 가진 내 맘을 전부 너에게 줄게 모자랄 일이 없도록 수백 번을 고쳐 본 그 말이 널 좋아한단 말뿐이야 있잖아 난 늘 서성이곤 했어 참 바보 같지만 i’ll give you vintage love i’ll give you vintage love 가진 내 맘을 전부 너에게 줄게 모자랄 일이 없도록 고작 이렇게 내 맘 두고 가지만 부디 곁에 닿기를 
",
