,title,artist,genre,lyric,Unnamed: 0
539,  없던 일로          , bluedsgn  블루디자인   ,R amp B Soul,"어젯밤의 널 지워야 해서 Baby can I make you outta my mind 우리 없던 일로 없던 일로 우리 없던 일로 없던 일로 우리 없던 일로 없던 일로 지키지 못할 말론 아무렇지도 않기로 널 떠올리지 않기로 다시 또 도망쳐 뒤로 너는 어때 취하진 않았는데 올핸 여름 다음 겨울 없어진 가을처럼 oh 이젠 아니기를 빌어 선명한 내 맘은 감춰지지도 않아서 앞은 더 안 보여 이쯤에서 그만하자고 사라져 ain't love 근데 이건 어째 생각나는 건 정말 어쩔 수도 없는 거야 하나도 어젯밤의 널 지워야 해서 Baby can I make you outta my mind 우리 없던 일로 없던 일로 우리 없던 일로 없던 일로 우리 없던 일로 없던 일로 지키지 못할 말론 여전히 방은 차갑고 노래들은 전부 꺼져서 뒤집힌 속을 다 채워 Oh maybe I'm so lonely 나도 모르게 instagram엔 오늘도 searchin' 아닌 척하지만 너에게 솔직히 얘기해 들킬까 봐서 그래 다 털어낼래 우리 시간들은 머릿 속에 이젠 없던 일로 하고 다음 page 보이지도 닿지도 still chasin' 어젯밤의 널 지워야해서 Baby can I make you outta my mind 우리 없던 일로 없던 일로 우리 없던 일로 없던 일로 우리 없던 일로 없던 일로 지키지 못할 말론 
",
540,  Sagwa          , 소울렛  Soullette   ,R amp B Soul,"나도 잘 모르겠어 사과 같은 그 얼굴이 눈을 감아도 내 눈앞에 자꾸 보이네 여름인지 가을인지 하늘 높이 있는 너는 좀처럼 떨어질 생각을 하질 않네 목이 부러질 듯 고개를 들어 널 봐도 목이 타는 듯이 네 이름을 불러도 몇 시쯤에 눈을 뜨는지 알 수 없네 목이 부러질 듯 고개를 들어 널 봐도 잡으면 사라질까 손을 뻗지 않아도 어떤 공기를 마시는지 널 알 수 없네 사과 같은 네 얼굴 예쁘기도 하구나 눈도 반짝 코도 반짝 입도 반짝반짝 여름인지 가을인지 하늘 높이 있는 너는 좀처럼 떨어질 생각을 하질 않네 목이 부러질 듯 고개를 들어 널 봐도 목이 타는 듯이 네 이름을 불러도 몇 시쯤에 눈을 뜨는지 알 수 없네 목이 부러질 듯 고개를 들어 널 봐도 잡으면 사라질까 손을 뻗지 않아도 어떤 공기를 마시는지 널 알 수 없네 
",
541,  My Valentine          , SiAN  span    span 대니  ,R amp B Soul,"햇살이 좋은 어느 날 길을 걷고 있다 보면 이 길에 끝은 너이기를 간절히 바라게 돼 같은 마음이길 바라며 둘러본 이곳은 어느새 예정된 너와의 데이트 플레이스 어쩐지 이끌려 we should slow down 터질 거 같은 심장 땜에 겁나 Everything you do is killing me baby honestly i just don't want this to end for the first time i feel alive you should be bonnie i will be clyde 매일 밤마다 꾸는 꿈 속에 너와 함께 걷는 중 봄여름 가을 겨울 너라는 또 하나의 계절 would you be my could you be my 되어줄래 나의 be my only valentine would you be my could you be my um um wanna be your valentine 따라라 따라라 따라라 hm hm 알고 싶어 everything 네가 좋아하는 모든 것 favorite place to eat 말해줘 다 사줄 수 있어 call me call me when ever you need me i'll be there 벌써 와있어 집 앞에 빨리 나와봐 안겨줘 내 품 안에 멈쳐줘 시간아 떠나자고 어디든 너와 함께라면 paradise 웃게 해줄게 언제나 i promise 눈을 감아도 already im missing you 보고 있어도 보고 싶다며 내게 웃어주는 널 어떻게 사랑하지 않을 수가 있겠어 이대로 채워나갈 시간도 부족하니까 봄여름 가을 겨울 그리고 너와 나 would you be my could you be my 되어줄래 나의 be my only valentine would you be my could you be my um um wanna be your valentine 따라라 따라라 따라라 여유롭게 서로에 대해 알아가보는 거 어때 나 널 좋아해 꽤나 많이 그런 것 같아 서로에 대해 좀 모름 어때 i will give you everything 내 모든 걸 줄게 월 화 수 목 금 토 일 너 생각뿐이야 all day this valentine to christmas i will be with you as always would you be my could you be my 되어줄래 나의 be my only valentine would you be my could you be my um um wanna be your valentine 따라라 따라라 따라라 hm hm 
",
542,  Reason  Feat  La Blancat           , D One  디원   ,R amp B Soul,"필요하지 난 i need you 필요하지 time 너와 함께 with you 필요하지 난 i need you 필요하지 time 너와 함께 with you spend my life with you 마지막일지도 모르니까 이 순간 시간이 멈춘다면 더 이상 바랄 게 없겠지만 너무 빠르게 달아나지 마 아직은 이르잖아 너 없는 내 하루는 일 년처럼 길어서 필요하지 난 i need you 필요하지 time 너와 함께 with you 필요하지 난 i need you 필요하지 time 너와 함께 with you wait first take it easy don't worry 시간은 not free 미래라는 것은 blurry 허나 지금만큼은 다 너를 위한 present 아무리 빌어도 there's no second chance making love just like we always do 우린 화살을 모아야 해 저 cupid에게서 삼백육십오 스물넷 하고 SEVEN 전부 가져가도 좋아 모두 네 거야 remember time will never be just right i love you please don't hesitate no more 필요하지 난 i need you 필요하지 time 너와 함께 with you 필요하지 난 i need you 필요하지 time 너와 함께 with you 시간아 잠시 기다려 i need you 내가 널 더 사랑하는 이유 두 번 다시 오지 않을 지금 내가 널 더 사랑하는 이유 
",
543,  Not Me          , SORI  소리   ,R amp B Soul,"다시 돌아가지 않아 그때의 나의 모습 지금 돌이키려해도 돌아가기는 싫네 지금 난 그때의 내가 아닌 나의 환한 모습 너는 날 보려고 해도 넌 날 볼 수가 없네 예전에 너가 알던 내가 아냐 시간이 흐를 때 나 또 안 같이 흘러가며 칼을 갈았네 예전에 네가 했던 말이 기억나 난 아직도 그 말을 잊지 못해서 밤이 되면 가끔 그리워져 저울은 기울어짐 승패를 가리기엔 이 문제는 패스해 야 그래도 난 다시 돌아가지 않아 I'm not stopping but I'm not tired bye 다시 돌아가지않아 그때의 나의 모습 지금 돌이키려해도 돌아가기는 싫네 지금 난 그때의 내가 아닌 나의 환한 모습 너는 날 보려고 해도 넌 날 볼 수가 없네 여유로움 속을 바삐 움직이는 내 Calendar는 빙고 집구석을 싫어했던 너는 요즘 나름 All Day 방콕을 난 어려웠던 집안 문제의 답을 뱉어 내네 너의 아련했던 예전의 추억은 내게 힘을 실어 뱉어냄 야 그래도 난 다시 돌아가지 않을 거고 지금 이 자유함을 잃기 싫어 Hello 잘 되길 빌었는데 딱 너의 꼴을 보니 잘 되긴 글렀네 아무것도 몰랐던 꼬맹이의 하루라고 하기엔 시간은 계속 흐르네 다시 돌아가지않아 그때의 나의 모습 지금 돌이키려해도 돌아가기는 싫네 지금 난 그때의 내가 아닌 나의 환한 모습 너는 날 보려고 해도 넌 날 볼 수가 없네 내가 너무 환해서 날 피하기 위해 어두움으로 들어가네 내가 너무 환해서 넌 찡그린 얼굴을 드러내 얼굴엔 어둠이 가득해 빛을 밝히리라 하면 빛은 빛이 나네 어두웠던 과거를 비추어봐도 그땐 그땐 한때라고 물을 흐리네 진짜 가지가지 하네 그냥 그대로 빨리 집에 나 가라 가라 go 다시 돌아가지않아 그때의 나의 모습 지금 돌이키려해도 돌아가기는 싫네 지금 난 그때의 내가 아닌 나의 환한 모습 너는 날 보려고 해도 넌 날 볼수가 없네 
",
544,  Drivers Only          , SIAN  ,R amp B Soul,"None 우리가 가는 길의 끝은 어딜까 우리가 걷는 밤은 새벽이 될까 어두운 밤 어지러운 도시 위를 천천히 우린 지나가 우린 지나가 I’m right here baby by your side 우린 지나가 아냐 돌아서도 널 마주봐 Turn around 더는 말을 않아 그저 무표정 뿐 보내줘 널 보내줘 날 I’ll be alright 뒤돌지마 Take away You take my time No I’ll be there 그래 우린 늘 어긋나 Take away You take my time away 난 더 멈추지 않아 우린 지나가 우린 지나가 I’m right here baby by your side 우린 지나가 아냐 돌아서도 널 마주봐 시간은 흘러가 Hey babe but But I don’t wanna go back 지나쳐 넌 Like 어지러운 날 다시 붙잡아줄 너야 Is it 이젠 아냐 Take away You take my time No I’ll be there 그래 우린 늘 어긋나 Take away You take my time away 난 더 멈추지 않아 우린 지나가 우린 지나가 I’m right here baby by your side 우린 지나가 아냐 돌아서도 널 마주봐 
",
545,  문제          , 혜선  ,R amp B Soul,"다 괜찮아진다고 했었지 넌 그 말의 의미는 아직도 모르겠어 뭐가 잘못된 걸까 싶기도 했었고 싸우는 게 싫어서 나 혼자만 생각했던 날 너의 눈 너의 입과 너의 말도 전부 거짓말이었던 걸까 다시 난 생각해 아무리 생각해 봐도 넌 알지 못했어 너의 문제 Tic toc 시간은 가 더 널 잊어야겠어 더 빨리 Tic toc 시간은 가 더 기댈 곳이 없어 더 울지 언제가 될지 몰라 얼굴엔 왠지 눈물만 어디서부터 였을까 이 문젠 돌이켜봐도 전부 부질없어 네가 다시 돌아온다 해도 난 잘 모르겠어 난 구차하지 제법 시간은 돌아가지 않는 걸 점점 나아지지 않아 방법이 없는 것 같아 남들 앞에선 참아도 난 괜찮지 않아 기억 속에서 지워도 불안해져만 가 감출 수가 없어 나가지도 못해 날마다 너의 눈 너의 입과 너의 말도 전부 거짓말이었던 걸까 다시 난 생각해 아무리 생각해 봐도 넌 알지 못했어 너의 문제 Tic toc 시간은 가 더 널 잊어야겠어 더 빨리 Tic toc 시간은 가 더 기댈 곳이 없어 더 울지 언제가 될지 몰라 얼굴엔 왠지 눈물만 어디서부터 였을까 이 문젠 
",
546,  오늘만이라도          , Melli  멜리   ,R amp B Soul,"긴 하루 끝은 왠지 흰 구름 같은 품이 나 답지 않게 그립고 또 그리워 빛 바랜 수첩 안엔 날 달래려는 모든 것 이젠 소용없나 두렵고 또 외로워 너를 찾아가면 아이처럼 울고불고 해도 그래도 넌 이런 나를 봐도 망가져있어도 아무렇지 않게 받아줘 오늘만 이 하루만 오늘만 이 시간만 꼭 나를 안아줘 꼭 나를 안아줘 오늘만 이 하루만 오늘만이라도 나를 안아줘 꼭 나를 안아줘 예전과와는 달리 언젠가부터 매일 필요했던 곳 그립고 또 그리워 간절한 마음이 그대로 쓰인 글씨 이젠 소용없나 두렵고 또 외로워 너를 찾아가면 아이처럼 울고불고 해도 그래도 넌 이런 나를 봐도 망가져있어도 아무렇지 않게 날 받아줘 오늘만 이 하루만 오늘만 이 시간만 꼭 나를 안아줘 꼭 나를 안아줘 오늘만 이 하루만 오늘만이라도 나를 안아줘 꼭 나를 안아줘 누군가에겐 한 번씩은 찾아오고 모든게 꿈이었으면 좋겠지만 혼자서 아무것도 할 수 없을 때는 그때는 내가 안아줄게 오늘만 이 하루만 오늘만 이 시간만 꼭 나를 안아줘 꼭 나를 안아줘 오늘만 이 하루만 오늘만이라도 나를 안아줘 꼭 나를 안아줘 
",
547,  Fly with you          , 지훈  JIHOON   ,R amp B Soul,"FLY WITH YOU 그 어떤 곳도 너와 같이 갈게 YEAH I PROMISE YOU 너의 손잡고 도시 위를 거닐래 너가 원하면 언제든지 I’M DOWN AH HMM 너무 오래 기다려왔나봐 왜 괜히 설레 벌써 떠나버릴 생각에 내 할 일도 못해 LET’S GO TO THE PARTIES IN THE NEW YORK CITY 아님 SHOPPING 하러갈까 HONG KONG I’M IN LOVE WITH U. BABY YO MY KI-KO FLY WITH YOU 그 어떤 곳도 너와 같이 갈게 YEAH I PROMISE YOU 너의 손잡고 도시 위를 거닐래 너가 원하면 언제든지 I’M DOWN AH 
",
548,  Goes Blind  Prod  휴 라고해           , 어드  OUD   ,R amp B Soul,"And my heart goes blind Goes blind And my heart goes blind Goes blind When you let me down yeah i know where you go i'm your own When you make me down yeah I know who you are I think i like new like you But still i need to do foolish like you It's true I think i like new like you But still i need to do foolish like you It's true A-ya-ya-ya-ya Hey baeb please stay A-ya-ya-ya-ya Hey don't go away A-ya-ya-ya-ya Baeb don't run away We're not a friend We're not a love You make my heart GOES BLIND Wooahh When i see your face Wooahh When i see your move Wooahh When i see you there And my heart goes blind Goes blind And my heart goes blind And my heart goes blind Goes blind thinkin’ about u all day all night long I think We don't talk About our tension Think about us Why we need more You said don't go I know oh oh I've been feel it so wrong I've been steal it so long I've been feel it so wrong I've been sing it along A-ya-ya-ya-ya Hey baeb please stay A-ya-ya-ya-ya Hey don't go away A-ya-ya-ya-ya Baeb don't run away We're not a friend We're not a love You make my heart GOES BLIND Wooahh When i see your face Wooahh When i see your move Wooahh When i see you there And my heart goes blind Goes blind And my heart goes blind And my heart goes blind And my heart goes blind And my heart goes blind Goes blind 
",
549,  Candy          , Anna  안나   ,R amp B Soul,"Baby 너는 달콤하게 다가와 흔적도 없이 사라지고 말아 왜 내가 잠시 꿈을 꿨던 걸까 너란 사람은 뭘까 자꾸만 궁금해져 그래 니가 부담스럽지않게 한걸음씩 다가갈게 Step by step 너도 이 맛을 보면 빠져나갈 수 없을거야 우리 둘이 녹아 섞이면 무슨 맛이 날지 궁금해 겁내지말고 다가와 Baby 녹아버려 우리 둘이 Crazy 미친듯이 내게 빠져들어 Feed me 내가 이성을 잃어버리게 Baby 녹아버려 우리 둘이 hot 너무 뜨거워 여긴 Hit me 내가 이성을 잃어버리게 곧 다 녹아서 사라지겠지 하룻밤의 꿈이 되겠지 하지만 멈추지는 말아 왜 사랑을 속삭여 우리 서로 다 아는데 I don’t give a shit You don’t love me I think I didn’t know I don’t love you 밤도 짧은데 왜 자꾸 말만 입은 말하라고 있는 게 아냐 우리 둘이 녹아 섞이면 무슨 맛이 날지 궁금해 겁내지말고 다가와 Baby 녹아버려 우리 둘이 Crazy 미친듯이 내게 빠져들어 Feed me 내가 이성을 잃어버리게 Baby 녹여버려 우리 둘이 hot 너무 뜨거워 여긴 Hit me 내가 이성을 잃어버리게 우린 미쳤어 해가 져도 다시 뜰 때까지 해 우린 미쳤어 해가 져도 다시 뜰 때까지 해 우린 미쳤어 해가 져도 다시 뜰 때까지 해 우린 미쳤어 해가 져도 다시 뜰 때까지 해 
",
550,  아빠가    도담이에게   feat  도담이           , Seha  span    span HeavenKnows  span    span MKDoh  ,R amp B Soul,"그토록 원했던 그토록 바랬던 그토록 갈망했던 또 기도했던 너였기에 고마워 하늘에 감사해 솔직히 좀 두렵기도 해 아빠가 된다는게 말야 항상 준비하고 완전한 다짐을 해도 자꾸 부족한 내 모습만 보이는지 그래도 널 사랑하고 또 사랑해 우리가 채워가는 오늘들은 완벽할거야 언제든 너의 날들에 행복이 가득하도록 노력할거야 솔직히 좀 두렵기는 해 세상을 산다는게 말야 어쩔때는 애를 써도 더없이 노력해봐도 아무도 몰라주는 날도 있을테니 하지만 널 사랑하고 또 사랑해 숨쉬는 모든 날들이 어쩌면 다 행복일거야 가끔 눈물나는 날엔 너의 곁 너의 편 되도록 서 있을거야 널 사랑하고 또 사랑해 우리가 채워가는 오늘들은 완벽할거야 언제든 너의 날들에 행복이 가득하기를 그토록 원했던 그토록 바랬던 그토록 갈망했던 또 기도했던 너였기에 고마워 하늘에 감사해 
",
551,  EYE CANDY          , 벤티  venti   ,R amp B Soul,"말해줘 이건 untruth umm umm 바라봐 신비로운 장면 눈을 한시도 뗄 수 없는 너의 color 화려한 너의 색깔에 이끌려온 듯해 진실한 마음 따윈 I don't care 너는 eye candy 스며들어 점점 너무나 달콤해도 위험한 걸 꺼내보는 courage 오늘 밤은 내게 빈틈을 보이지마 조금 여유로운 듯 move 눈빛은 red light 빠져들어 내게 너를 맡겨 You’re eye candy 달콤히 녹아들어 점점 Why are you so sweet 이 밤 dreaming on and on 마치 꿈을 꾸는 기분 볼수록 달아져 You’re eye candy so sweet On and on and on 아마 우린 unbalance umm umm 두고 봐 흥미로운 장면 어울리진 않아 보여도 It’s real 어지럽게 흐르는 mood 짙은 향기 속에 진실한 마음 따윈 I don't care 너는 eye candy 스며들어 점점 너무나 달콤해도 위험한 걸 조금 여유로운 듯 move 눈빛은 red light 빠져들어 내게 너를 맡겨 You’re eye candy 달콤히 녹아들어 점점 Why are you so sweet 이 밤 dreaming on and on 마치 꿈을 꾸는 기분 볼수록 달아져 You’re eye candy so sweet On and on and on Whenever You Come Around 내 세상은 멈춰 넌 그대로 있기만 해줘 baby Wherever you wanna go 너를 데려갈게 넌 내 손을 잡아줘 with you You’re eye candy 달콤히 녹아들어 점점 Why are you so sweet 이 밤 dreaming on and on 마치 꿈을 꾸는 기분 볼수록 달아져 You’re eye candy so sweet On and on and on 
",
552,  Aggro Nip          , Sharki Wallet  ,R amp B Soul,"딱 거기 멈춰봐 무슨 말 한 거야 다시 한번 말해봐 타당하게 손엔 뭘 쥔 거야 어디서 주웠어 펀치는 300점 빨간 줄은 길게 좁디좁은 세상 설 자리가 없어서 자꾸 누군갈 끌어내려 왜 올라야 할 계단은 눈앞에 있는데 뒷산만 캐다가 흙을 덮어 aggro nip there’s no good reason aggro nip it’s just going down 보이지 않아 수만 개의 지뢰가 터져도 그저 이 허공에 날리는 먼지들 알아챌 수 있는 건 이것 뿐야 aggro nip there’s no good reason aggro nip it’s just going down 하나둘 여길 떠나니 더는 볼 수가 없어 모두를 떠나보내면 너는 뭘 또 하려 해 묵은 양심엔 검은 때 벗어날 수가 없어 묵은 양심엔 검은 때 벗어날 수가 없어 
",
553,  Paradise  Feat  김래은           ,   coin  ,R amp B Soul,"이젠 신기해 한 마디에 또 끝이 난 별거 없는 이별 전부를 줘도 끝은 언제나 아무것도 아닌게 되니까 지겨워 love is or it ain’t 영원은 환상에 불과할까 특별하단 믿음은 매번 깨져버려 모든건 제자리에서 흘러가 우리만 여기 멈췄어 Love is finite love is pain oh Not my paradise 한 순간의 꿈 사라진 My paradise Living in a fool’s paradise 우리 사랑은 Put a period 끝이 난 my paradise You’re not my paradise Where’s my paradise Not our fault 모든건 Infinite in the finite 시간이 다 해서 끝이 난 걸까 We are done 쏟아 부은 마음은 연기처럼 다 사라져 Love is not enough for my paradise There’s nothing between us Oh I knew it would to end 영원은 어디에 존재할까 다를 거란 기대는 매번 어긋나 우린 제자리 계속 반복해 우리만 여기 멈췄어 Love is finite love is pain oh Not my paradise 한 순간의 꿈 사라진 My paradise Living in a fool’s paradise 우리 사랑은 Put a period 끝이 난 모든 시작은 결국엔 끝으로 애초에 없었지 착각 속에 빠져 너와 나 꿈꾸던 영원 이젠 without you I can get close to my paradise My paradise Love is finite love is pain oh Not my paradise 한 순간의 꿈 사라진 My paradise Living in a fool’s paradise 우리 사랑은 Put a period 끝이 난 my paradise You’re not my paradise Where’s my paradise Living in a fool’s paradise Love is finite not my paradise 
",
554,  I miss you          , 구본휘  ,R amp B Soul,"후회하고 있어 아마 매일 깨있으나 잠에 드나 너만 보여 보고 싶지만 볼 수 없어 이미 너무 멀리 떠나간 너인 걸 그때 서로 장난치며 웃던 행복하던 우린 이제 볼 수 없어 흔한 가사에 마음이 아파 예전 우리를 상상하며 매일 울어 네가 보고 싶어 너무 보고 싶어 눈앞에 아른아른하는 네 모습에 취해 네가 없단 사실 그만 믿고 싶어 더 이상 못 참을 것 같아 Oh Oh 너무 멀어졌어 잡을 수도 없어 언제쯤 이 꿈에서 깨어날 수 있을까 사실 이미 알고 있어 이제 우린 없어 되돌릴 수 없는 너와 나 Oh Oh 너와 나 Oh Oh 너와 나 Oh Oh Oh Oh 너와 나 Oh Oh 너와 나 Oh Oh 너와 나 Oh Oh 너와 나 Oh Oh Oh Oh 너를 소홀히 한 나란 새낄 욕하고 있어 매일 널 찾아갈까 말까 내일이면 볼 수 있을까 아마 볼 수 없을 거야 이미 알고 있잖아 갖고 있지 않아 너에게 있어 나란 존재는 이젠 떠올리고 싶지도 않겠지 하지만 내겐 함께 했던 하루하루 너무 소중했어 이젠 들어줄 너도 내 곁에 없지만 내겐 이미 남은 건 떠나버린 너뿐이야 네가 보고 싶어 너무 보고 싶어 눈앞에 아른아른하는 네 모습에 취해 네가 없단 사실 그만 믿고 싶어 더 이상 못 참을 것 같아 Oh Oh 너무 멀어졌어 잡을 수도 없어 언제쯤 이 꿈에서 깨어날 수 있을까 사실 이미 알고 있어 이제 우린 없어 되돌릴 수 없는 너와 나 Oh Oh 
",
555,  멀리          , 정시후  ,R amp B Soul,"지나쳐가 멀리 더 멀리 떠나 멀리 이젠 너무 멀어 거리 하루 종일 우울한데 그냥 살아 다 떠난 너의 마음이 필요해 보이는 건 난 놓치기 싫어서 매번 널 갖다주고 친구로 지내는 걸 다 알고 있지만 후회하긴 싫어서 비록 따뜻한 말은 못 해도 비슷한 말은 해줄 수 있어 oh 나는 아무것도 못 하니까 지나쳐가 멀리 더 멀리 떠나 멀리 이젠 너무 멀어 거리 하루 종일 우울한데 그냥 살아 다 떠난 너의 마음이 이제 와 돌이켜 생각해 보면 어찌나 다 너만 생각했는지 달리 방법이 없는 채 지내도 포기할 생각이 없었고 홀로 생각에 잠겨 있고 홀로 내팽겨졌어 Can you see my mind yeah Oh no no 비록 따뜻한 말은 못 해도 비슷한 말은 해줄 수 있어 baby 아니라 해도 네 마음이 내게 말해 지나쳐가 멀리 더 멀리 떠나 멀리 이젠 너무 멀어 거리 하루 종일 우울한데 그냥 살아 다 떠난 너의 마음이 
",
556,  Where is the happiness           , 이지카이트  EASYKITE   ,R amp B Soul,"Wish I could go away from here I can find no more happiness I’ve never met 내가 나를 잘 알지 모두가 내게 기대하고 실망할 걸 알아 언제나 그랬듯 사실 그게 아냐 내가 듣고 싶은 말은 내게도 있을 거란 걸 흔하디 흔한 행복 하나가 I know you feel the same as mine 날 미워하지 말아줘 내 맘속 작은 빛 또 다시 찾게 도와줘 사랑이란 핑계로 나를 놓지 말아줘 Where is the happiness Where is your real life 어둠에 가리워진 난 잔뜩 어색한 말만 지어내 Where is the happiness Where is your real life I can’t find I can’t learn I can’t reach there I've always wanted to figure out Why do I need to take the tide I have something on my mind Wish you also have on yours I don't wanna stay Don't tell me 'sit tight' I don't wanna stay So hold me and take me away Away from tears all here Where is the happiness Where is your real life 어둠에 가리워진 난 잔뜩 어색한 말만 지어내 Where is the happiness Where is your real life I can’t find I can’t learn I can’t reach there Where did it go wrong I don't know how far 
",
557,  FINE          , 허각  span    span 소유  SOYOU   ,R amp B Soul,"눈에 밟힌 너의 사진 I don’t care 이젠 아무 상관 없지 다른 누군갈 만나면 돼 뭔가 살짝 틀어진 캘린더 위에 적어놓은 일정이 뜬금없이 멍해지네 습관이 참 무섭기도 해 괜찮은 거 같다가도 이래 너의 하룬 어때 난 round and round all day 비만 오면 들었던 우리 노래 오늘도 괜시리 꺼내 들어보네 구름 한 점 없는 날에 그래도 생각보다 좋아 너와 있을 때보다 괜찮아 괜찮아 I’m so fine 정말 너 없이도 좋아 네가 있을 때보다 괜찮아 괜찮아 I’m so fine 난 잠겨있어 all day In the water 더 깊게 yeah 빨려들어 날 좀 꺼내줄래 난 받아들이기 힘든데 네가 없는 우리 달은 계속 떠오르는데 나 혼자 deep in blue 습관이 참 무섭기도 해 괜찮은 거 같다가도 이래 너의 하룬 어때 난 round and round all day 비만 오면 들었던 우리 노래 오늘도 괜시리 꺼내 들어보네 구름 한 점 없는 날에 그래도 생각보다 좋아 너와 있을 때보다 괜찮아 괜찮아 I’m so fine 정말 너 없이도 좋아 네가 있을 때보다 괜찮아 괜찮아 I’m so fine 네가 날 알잖아 어떻게 될지 무너지는 나를 봐 견딜 수 있을까 좋았던 그때처럼 나를 안아줘 그래도 생각보다 좋아 너와 있을 때보다 괜찮아 괜찮아 I’m so fine 정말 너 없이도 좋아 네가 있을 때보다 괜찮아 괜찮아 I’m so fine 
",
558,  Good Afternoon          , Holieve  ,R amp B Soul,"sing oh oh oh oh feels like oh oh oh oh don't think too much baby when we walk together don't think too much baby and we love always sing oh oh oh oh feels like oh oh oh oh don't think too much baby when we walk together don't think too much baby and we love always i wake up in the early afternoon breathing air baby it's so fresh and good such a nice weda sunshine on my face drink some coffee with little bread text to you good afternoon and take a look around think i gotta spend the time wiht you oh oh oh oh feels like oh oh oh oh don't think too much baby when we walk together don't think too much baby and we love always baby come outside don't you see clear sky you haven't seen lately we've been workin hard we should talk bout how we don't waste the time i think you kiss me first right now and we go to the downtown jump on my ride why not till the night time i'm just tryna let you fly high we don't care sing oh oh oh oh feels like oh oh oh oh don't think too much baby when we walk together don't think too much baby and we love always sing oh oh oh oh feels like oh oh oh oh don't think too much baby when we walk together don't think too much baby and we love always 
",
559,  Need You  Outro           , 지소울  GSoul   ,R amp B Soul,"You know what I do Please be with me cause’ I need you Just stay with me cause’ I need you Tell me I’d do anything but You’re too stuck in hesitation All I wanted was to have you Now I’m gonna give all I got Give it to you Let me know As your tears go by Let me know Tell all your sorrows to Go go go away Oh You know what I do Please stay with me cause’ I want you Please be with me What would I do What would I do without you By my side Tell me tell me what I gotta do 
",
560,  Red Wine          , LambC  램씨   ,R amp B Soul,"You got me feeling Extra high I wanna feel it You can close the distance if you want it Baby take my hands and lets get it started I know you want it I know you want it please don’t hide it You can try to fake it but its only Gonna make it easier for me to spot it I wanna be with you tonight I won’t lie Dance away the night in the stars Gaze into your eyes I’d be swimming in those We got bottles of red wine We’d be staying up all night Drinking slow we’ll take out time God I love it when you smile Your eyes don’t tell no lies I wanna get between those thighs Baby tell me you’d be mine Before you drink that sip of wine Can we give a toast and let our feelings Take over tonight Can’t hide it you’re so fine So baby cross the line I wanna be with you tonight I won’t lie Let our feelings be in line like the stars Gaze into your eyes I’d be swimming in those Tell me if you’d like to be mine Dance away the night in the stars feel me yeah Let this be our time We got bottles of red wine We’d be staying up all night Drinking slow we’ll take out time God I love it when you smile Your eyes don’t tell no lies I wanna get between those thighs Baby tell me you’d be mine Before you drink that sip of wine Can we give a toast and let our feelings Take over tonight Can’t hide it you’re so fine So baby cross the line 
",
561,  우리 잘 헤어진 거야          , 심각한 개구리  span    span KARIN  ,R amp B Soul,"안녕 정말 오랜만이야 못 본 사이에도 넌 그대로 인 것 같으면서도 변했어 오늘 유난히 추워졌나 봐 옷은 어제랑 똑같은데 입이 잘 안 떨어져 무뚝뚝한 척하는 게 그래 아직 너에겐 내가 했던 모진 말들 남아 있잖아 우리 잘 헤어진 거야 창밖을 바라봤을 때 예 창밖을 보려 했는데 예 우연히 마주쳤을 때 예 부끄러워하지 마 길거릴 돌아다닐 때 예 너 좋아했던 그 노래 예 문득 들려올 때 우연히 머뭇거리지 않기 난 가끔 그런 생각 해 나에게 기회가 한 번만 더 온다면 조금 더 나아질 수 있을까 정말 사랑할 수 있을까 벚꽃이 내린 자리엔 오늘 두 번째 첫눈이 쌓였고 다음 주에도 또 눈이 내린대 넌 어떻게 생각해 넌 어떻게 생각해 넌 어떻게 생각해 창밖을 바라봤을 때 예 창밖을 보려 했는데 예 우연히 마주쳤을 때 예 부끄러워하지 마 길거릴 돌아다닐 때 예 너 좋아했던 그 노래 예 문득 들려올 때 우연히 머뭇거리지 않기 이 3분짜리 노래에 내 마음을 모두 말해줄 순 없지만 이것만 기억해 줘 내 말은 나 지금 말하고 싶어 예 난 지금 전하고 싶어 예 넌 당황스럽겠지만 용기 내보려 해 난 아직 너를 좋아해 예 나에겐 네가 필요해 예 난 너를 사랑해 한 번만 나에게 기회를 줘 
",
