,artist,genre,lyric,title
706, 남도빈  ,발라드,"텅 빈 내 방안에 혼자 너의 흔적들을 지워가 언제나 포근히 맞아주던 너의 미소 늘 거기 있어서 몰랐었나봐 너의 눈물을 외면하고 날 걱정하는 네 말을 잔소리라 생각했어 너 없이 잠드는 밤 떠난 네 목소리가 이 방을 가득 울려 매일 밤이 되면 찾아와 빙빙 내 곁을 맴돌아 어느 날 부턴가 너의 투정은 괜찮단 말로 바뀌었고 늘 반짝이던 네 눈이 흐려진 걸 몰랐을까 너 없이 잠드는 밤 떠난 네 목소리가 이 방을 가득 울려 매일 밤이 되면 찾아와 점점 내 곁을 맴돌아 또 이 슬픔속에서 네가 날 부를 때까지 기다려 널 안을 수 없어도 만질 수 조차 없다고 해도 날 찾아줘 네가 없는 텅 빈 난 싫어 이 꿈에서 깨는 날 너에게 닿을까 그땐 웃어줄게 그땐 웃어줄게 
",
707, J Hoon  ,발라드,"믿었죠 그대를 만나는 동안에 이별이란 건 영화 속 주인공 일인줄만 알았죠 그대 눈빛이 차가워 가네요 예전 같지 않던 어색한 그대의 변명들 나를 바라보아요 그대를 원하는 눈빛 더 이상 거짓말 말아요 아직도 버림받은 내 모습을 믿지 못해요 나만 원한다고 속삭이던 그대의 모습들 사랑은 변한다는 사람들의 슬픈 이야기 그제야 난 알게 되었죠 그대 눈빛이 차가워 가네요 늘어가는 너의 그 어색한 슬픈 거짓말 나를 외면 말아요 그대를 원하는 눈빛 더 이상 속이지 말아요 너를 원해 아직 너 뿐인데 날 떠나려니 외면했던 니 눈빛이 이런거니 아직도 버림받은 내모습을 믿지 못해요 나만 원한다고 속삭이던 그대 모습들 사랑은 변한다는 사람들의 슬픈 이야기 나를 원한다고 속삭이던 그대 거짓말 사랑이 변한다는 사람들의 슬픈 이야기 그제야 난 알게 되었죠 이렇게 사랑이 저물죠 
",
708, 씨엘  ,발라드,"지친 하루 끝에 곤히 잠든 널 보며 손에 입을 맞추고 인사를 하지 잘자 또 오늘도 좋은 꿈 꾸라고 stay sweet dreams Good Morning 빛이 되어 줄게 길이 되어 줄게 그 길을 밝게 비춰 줄게 Good Morning 오늘 그 길을 함께 걸을게 손이 닿지 않아도 한걸음 뒤에 함께 걸어갈게 얕은 걸음으로 큰 벽을 마주할 때 벽을 넘고 걸어가 소리쳐주지 너의 발걸음에 맞춰 걸어줄게 I will walk with you Good Morning 빛이 되어 줄게 길이 되어 줄게 그 길을 밝게 비춰줄게 Good Morning 오늘 그 길을 함께 걸을게 손이 닿지 않아도 한걸음 뒤에 함께 걸어갈게 바보처럼 울지 않기를 힘차게 걷고 걷고 걸어 Good Morning 빛이 되어 줄게 길이 되어 줄게 그 길을 밝게 비춰줄게 Good Morning 오늘 그 길을 함께 걸을게 손이 닿지 않아도 한걸음 뒤에 함께 걸어갈게 
",
709, 홍성종  ,발라드,"깜깜한 천장을 멍하니 바라보다가 문득 흘러나오는 한숨에 기억을 꺼내어 조각을 맞춰보다가 그냥 그만뒀어 나만 혼자서 힘들어하는걸 그만 하고 싶어서 니 생각이나서 너에게 전화를 걸어볼까 고민하다가 그냥 그만뒀어 나만 혼자서 힘들어하는걸 그만 하고 싶어서 니 생각이나서 너에게 전화를 걸어볼까 고민하다가 그냥 그만뒀어 온 세상의 수많은 사랑노래가 다 우리얘기만 같던날 그때로 돌아갈수있다면 그곳에 니가 있다면 돌아갈수있나 
",
710, 윤예찬  ,발라드,"아무렇지 않아요 정말 괜찮은걸요 내 걱정은 하지 않아도 괜찮아요 사실 거짓말이에요 그렇게 가지 말아요 한번만 더 물어봐주지 그랬어요 나의 이런 맘을 바로 그렇게 나는 내색 하고 싶지 않았어요 오늘 난 두손을 모아요 혹시 하는 마음에 다시 웃어 볼게요 용기 내볼게요 그대의 품에 안겨 천천히 채워 갈게요 내가 기도 할게요 놓지 않을게요 이런 내 손 잡아 줄래요 아주 약한 바람에 휘청 거려도 어느 누구 하나 알아 주지도 않네요 나를 위로 할 수 없단걸 이미 알고 있나요 다시 웃어 볼게요 용기 내볼게요 그대의 품에 안겨 천천히 채워 갈게요 내가 기도 할게요 놓지 않을게요 이런 내 손 잡아 줄래요 누구라도 좋으니 날 좀 안아주면 좋겠단 말이에요 오늘은 버겁고 내일은 두려운걸요 내 하루에도 내가 없고 이런 내가 싫어서 두려운걸요 내가 날 포기 할까봐 날 좀 안아주세요 잠깐이면 돼요 당신의 품에 안겨 조금만 쉬어 갈게요 나를 사랑 해줘요 내 손 잡아주세요 두 손 모아 기도 할게요 함께 해줘요 이 길 그대와 
",
711, 루시 amp 소진 Lucy amp Sojin   ,발라드,"길 잃은 아이 하얀 마음이 얼룩진 소매 끝 흘러내린 눈물 위로 바람을 맞는다 긴 어둠이 다시 다가와 긴 잠을 청한다 오랜 시간이 흘러가면은 아물지 못한 채 굳어버린 상처들에 새 살이 차올라 한 줄기 빛 내게 다가와 두 손을 내민다 하얀 눈을 벗 삼아 친구 삼아서 가자 작은 아이야 함께 걷는 이 길 위에 쏟아지는 천사들에 축복의 선물을 느끼면서 하얀 눈을 벗 삼아 친구 삼아서 가자 작은 아이야 함께 걷는 이 길 위에 쏟아지는 천사들에 축복의 선물을 느끼면서 길 잃은 아이 하얀 마음이 씻을 수 없었던 아픔 모두 쓸어내려 온기를 전한다 씻을 수 없었던 아픔 모두 쓸어내려 온기를 전한다 
",
712, 이란  ,발라드,"엄마가 섬 그늘에 굴 따러 가면 아기는 혼자 남아 집을 보다가 바다가 불러주는 자장 노래에 팔 베고 스르르르 잠이 듭니다 아기는 잠을 곤히 자고 있지만 갈매기 울음소리 맘이 설레어 다 못 찬 굴바구니 머리에 이고 엄마는 모랫길을 달려옵니다 엄마는 모랫길을 달려옵니다 
",
713, 김학영  ,발라드,"하얀색 양말을 신을 때 빗으로 앞머릴 빗을 때 너가 좋아하는 맛있는 음식이 스토리를 스칠 때 사실은 온종일 매일매일 하루종일 자꾸 너 생각이나 곰모양 젤리마냥 귀엽게 생겨서 그런가 그냥 자꾸 너 생각이나 널 보면 웃음이나 들가에 핀 꽃 마냥 이쁘게 생겨서 그런가 그냥 널 보면 웃음이나 오 어느새 나는 그대만 바라보고만 있어 이상해 너는 그런 나의 맘을 모른 체 딴 곳만 보고 있어 속상해 오랜만에 찾아온 사랑이 낯설게 느껴지네 신기해 너를 놓치면 분명 후회할 것 만 같은데 내게 와줄래 자꾸 너 생각이나 곰모양 젤리마냥 귀엽게 생겨서 그런가 그냥 자꾸 너 생각이나 널 보면 웃음이나 들가에 핀 꽃 마냥 이쁘게 생겨서 그런가 그냥 널 보면 웃음이나 자꾸 너 생각이나 자꾸 너 생각이나 자꾸 너 생각이나 자꾸 너 생각이나 자꾸 너 생각이나 곰모양 젤리마냥 귀엽게 생겨서 그런가 그냥 자꾸 너 생각이나 널 보면 웃음이나 들가에 핀 꽃 마냥 이쁘게 생겨서 그런가 그냥 널 보면 웃음이나 
",
714, 강동영  ,발라드,"You are the moonlight on my life because you shine on me everynight im never getting lost you are the moonlight youre my everything never lost without you would you shine your light to me 오늘도 넌 어두운 나의 밤속에 또 다시 찾아와 길을 비춰주고 여전히 난 불안한 나의 맘속을 네게 기대어 너와 함께있는 이대로 난 이대로 어떤 말도 네게 해줄 순 없지만 You are the moonlight on my life because you shine on me everynight im never getting lost you are the moonlight youre my everything never lost without you would you shine your light to me 오늘도 넌 초라한 나의밤속에 또 다시 찾아와 내 손을 잡았고 여전히 난 무거운 나의 맘속을 네게 기대어 너와 함께있는 이대로 난 이대로 어떤 말도 네게 해줄 순 없지만 you are the moonlight on my life because you shine on me everynight im never getting lost you are the moonlight youre my everything never lost without you would you shine your light to me 
",
715, 차은우  ASTRO   ,발라드,"나에게 집중해 나에게 귀 기울여봐 세상은 너에게 차갑고 시린 아픔을 줄지도 몰라 하루 살아내기가 힘겨울지도 몰라 그땐 내 말을 기억해 넌 혼자가 아냐 나에게 집중해 나에게 귀 기울여봐 세상은 너를 몰라도 결국 너는 환하게 빛날 테니 너의 길을 가렴 절대 초라해지지 마 항상 니 곁에 있을게 나를 잊지 마 Focus on me Oh Hear my voice Lean on my shoulder 내게 기대도 돼 잊지 마 널 응원할 한사람 Focus on me Oh Here I am I will always be your side 작은 내 소리 들린다면 더 큰 걸음으로 나아가 Focus on me Oh Hear my voice Lean on my shoulder 내게 기대도 돼 잊지 마 널 응원할 한사람 Focus on me Oh Here I am I will always be your side 작은 내 소리 들린다면 더 큰 걸음으로 나아가 Focus on me Oh Hear my voice 오 오 오 작은 내 소리 들린다면 더 큰 걸음으로 나아가 
",
716, 도영  DOYOUNG   ,발라드,"우리 이제 헤어지자 한 걸음 한 걸음 천천히 이 걸음이 다하면 돌아서겠지 씩씩한 척 대담한 척 티 내지 않으려고 해도 내 얼굴은 숨길 수 없나 봐 좀 더 안아줘 좀 더 말해줘 지금은 날 밀어내지는 마 좀 더 보다가 좀 더 울다가 너를 보낼 수 있도록 아주 조금만 더 아주 조금만 더 너를 붙잡고 서 있을래 이 밤이 사라질 때까지 혹시라도 네가 볼까 소리 없이 울고만 있어 근데 지금 떨어지는 내 눈물은 소란스런 내 마음을 들켜 버린 것만 같아 꾹 참았던 눈물이 흐르죠 woo 좀 더 안아줘 좀 더 말해줘 지금은 날 밀어내지는 마 좀 더 보다가 좀 더 울다가 너를 보낼 수 있도록 아주 조금만 더 아주 조금만 더 너를 붙잡고 서 있을래 이 밤이 사라질 때까지 찬 바람에 엇갈리던 너와 나 멀어질까 두려워 날 떠나지 말아 줘 단 하루라도 너 없는 생각 한 적 없어 이대로 날 떠나가지 마 좀 더 안아줘 좀 더 말해줘 지금은 날 밀어내지는 마 좀 더 보다가 좀 더 울다가 너를 보낼 수 있도록 아주 조금만 더 아주 조금만 더 Oh 내 곁에 그냥 있어주면 돼 이 밤이 다 가도록 woo 아주 조금만 더 가까이 
",
717, 유빈  오마이걸   ,발라드,"아직 어색하네요 그대 없는 하루 기억은 무심히도 날 찾아와 예전 모습 그대로 남아있네요 그댄 오늘 하루도 잘 지냈나요 잠시 머물다 떠난 사랑이라 차마 할 수 없었던 그 말을 전할게요 괜찮아요 나 그대 닿을 수 없는 긴 밤도 또다시 한낱 꿈처럼 사라져 거짓말처럼 다시 그렇게 내게 돌아올 그 순간 예전처럼 그냥 웃어주기로 해 우리 처음 그날처럼 그리 오래 걸리진 않을 거라 그래 스쳐간 바람에 기억을 담아 그대 감은 두 눈에 닿을 즈음엔 희미한 미소를 띄워줄래요 잠시 머물다 떠난 사랑이라 차마 할 수 없었던 그 말을 전할게요 괜찮아요 나 그대 닿을 수 없는 긴 밤도 또다시 한낱 꿈처럼 사라져 거짓말처럼 다시 그렇게 내게 돌아올 그 순간 예전처럼 그냥 웃어 주기로 해 우리 처음 그날처럼 아직 그대로 나 여기 있는데 닿지 않을 거란 걸 알아 그저 언젠가 내 손 잡아준다면 그 땐 알겠죠 늘 함께였던 기억을 잊지 말아요 그대 시린 겨울이 지나면 이 아픔도 무뎌져 눈처럼 사라져 언젠가 우리 계절이 다시 돌아오게 되면 그땐 예전처럼 그냥 웃어주기로 해 처음 만난 그날처럼 
",
718, 김기태  ,발라드,"그대를 생각하는 것만으로 그대를 바라볼 수 있는 것만으로 그대의 음성을 듣는 것만으로도 기쁨을 느낄 수 있었던 그날들 그대는 기억조차 못 하겠지만 이렇듯 소식조차 알 수 없지만 그대의 이름을 부르는 것만으로도 눈물이 흐르곤 했었던 그날들 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 그렇듯 사랑했던 것만으로 그렇듯 아파해야 했던 것만으로 그 추억 속에서 침묵해야만 하는 다시 돌아올 수 없는 그날들 잊어야 한다면 잊혀지면 좋겠어 부질없는 아픔과 이별할 수 있도록 잊어야 한다면 잊혀지면 좋겠어 다시 돌아올 수 없는 그대를 잊어야 한다면 잊어야 한다면 잊어야 한다면 잊혀지면 좋겠어 그대를 생각하는 것만으로 
",
719, 니모  ,발라드,"말없이 한참을 망설이던 너 차가운 바람에 메마른 입술로 오랫동안 좋아했어 생각보다 더 훨씬 많이 말하고 있어 너의 가슴도 I just wanna tell you and I wanna to be your love 기나긴 시간 동안 날 향했던 네 맘 몰랐었어 여기 수많은 사람 중에 날 바라만 보는 너의 두 눈 속에 미소 짓는 나 이제 말할게 기다렸던 말 가슴속에 숨겨둔 말 좋아한다고 사랑한다고 먼저 말해줄게 나도 너야 처음부터 난 너였어 기나긴 시간 동안 널 향했던 내 맘 알고 있니 한참 멍하니 듣던 너는 내 손을 잡으며 어린아이처럼 활짝 웃었어 언젠가 내가 꿈꿔온 이 순간들이 너로 인해 이루어진 거야 쓸쓸했던 내 맘도 따뜻하게 처음으로 봄이 와주길 기다려 함께할 시간들에 설렘만 가득한 날일 거야 수없이 많은 사람 중에 날 알아봐 준 너 기적 같은 순간 잊지 않을게 
",
720, 에스프레소  ,발라드,"너무 예뻐서 자꾸만 눈길가 자꾸만 보게 돼 너무 예뻐 천사같아 beautiful 사랑스런 모습 정말 예쁜 걸 미소 가득한 나의 하루 매일 매일 나는 기분 좋아 바라보면 볼수록 더 좋아져 설렘이 가득해 너무 예뻐서 자꾸만 눈길가 자꾸만 보게돼 너무 예뻐 천사같아 beautiful 사랑스런 모습 정말 예쁜 걸 나의 걸음이 가벼워져 날아갈듯 행복 가득한 날 사랑스런 웃음에 두근두근 설렘이 가득해 너무 예뻐서 자꾸만 눈길가 자꾸만 보게돼 너무 예뻐 천사같아 beautiful 사랑스런 모습 정말 예쁜 걸 날 감싸는 따스한 햇살 매일매일 행복해 너무 예뻐서 자꾸만 눈길가 자꾸만 보게돼 너무 예뻐 천사같아 beautiful 사랑스런 모습 정말 예쁜 걸 
",
721, 융진  ,발라드,"회색 눈이 내려 널 덮어 가지만 별처럼 반짝이는 너라면 어떨까 고운 노랠 불러 따듯한 숨을 뱉는 넌 차가워진 두 손을 녹이며 웃기도 해 총총히 빛나는 네 위로 먼지처럼 쌓여가는 눈 회색 눈에 가려 잘 볼 수 없지만 끝없이 연주하는 너라면 어떨까 낡은 건반 위를 쉼없이 두드리는 넌 어느새 짙은 잿빛으로 물들어가 조금씩 얼어붙어 가네 이대로 멈춰 버리는 걸까 굳어진 눈동자를 깨고 폭포처럼 쏟아진 눈물 그치지 않지만 그래도 괜찮아 쌓인 눈을 털고 고개 들어 하늘을 봐 네가 부를 아름다운 노래가 내리네 
",
722, 범진  ,발라드,"서툰 나의 마음이 전해지기를 난 그렇게 바라고 있어 오랫동안 참았던 나의 마음과 나의 서툰 고백일거야 나를 보며 더 웃어줘 눈이 부시게 나에게만 속삭여줘 그 모든 걸 다 담을 수 있게 I love you my love 지금 이 모든 게 꿈이 아니길 내가 바래왔던 환상 속에 그대도 내게 서툰 고백을 그리네 매일 함께하기를 기도해 나를 보며 더 웃어줘 눈이 부시게 나에게만 속삭여줘 그 모든 걸 다 담을 수 있게 I love you my love 지금 이 모든 게 꿈이 아니길 내가 바래왔던 환상 속에 그대도 내게 서툰 고백을 그리네 매일 함께하기를 기도해 
",
723, 겸  GYE M   ,발라드,"어제 우리의 모습이 왠지 마지막일 것 같아 애써 담아두던 너를 이제 놓아줘야 하나 봐 서로 무너졌던 밤은 끝내 안아주지 못했고 차마 망가지는 우리를 더는 볼 자신이 없어 어쩌면 우린 처음부터 잘못됐던 거야 너의 표정은 하루가 다르게 굳었고 어쩌면 나는 처음부터 알고 있던 거야 우리의 밤은 길어질 것을 너는 나를 사랑했던 걸까 우린 만나 서로를 울렸고 나를 보며 어떻게 버텼나 이렇게 못난 맘을 뱉는 날 어쩌면 우린 처음부터 잘못됐던 거야 너의 표정은 하루가 다르게 슬펐고 어쩌면 나는 오늘을 알고 있던 거야 우린 끝내 버티지 못했어 
",
724, 로지 ROZY   ,발라드,"푸른 빛 밤하늘에 펼쳐진 그 길을 따라 난 달리고 있네 felt like I’ve been on this road for 10000 miles 오로지 날 밝혀줄 너를 찾아 아주 머나먼 길을 또 찾아 헤매여도 아득하기만해 Tell me who am I I know i know i know 오늘도 널 기다려 말해줘 say my name 들려줘 say my name 날 느낄 수 있게 so Tell me who am I 물끄러미 날 바라보곤해 그 안에 모두 숨쉬고 있지만 It seems like I’ve been on this plane for 10 mil miles 아직은 알지 못해 who I am Tell me who am I I know i know i know 오늘도 널 기다려 말해줘 say my name 들려줘 say my name 날 느낄 수 있게 so Tell me who am I and I’ve been a lonely star I fell apart alone 눈물이 차올라 a shooting star 지켜보던 너의 손 내밀어줘 oh tell me who I am Tell me who am I I know i know i know 여전히 널 기다려 말해줘 say my name 들려줘 say my name 날 느낄 수 있게 so Tell me who am I 
",
725, 한경일  ,발라드,"어제와 같은 힘든 하루야 달라진 것도 없어 이상해 더 점점 아프기만 해 보고싶어 다 미안해 이제와서 다 후회돼 사랑해 아직 널 잊지못해 난 널 이제 나는 어떡해야 해 나의 하루는 너하나 없어 그런데 왜 이럴까 모든게 다 내겐 아프기만 해 보고싶어 다 미안해 이제와서 다 후회돼 사랑해 아직 널 잊지못해 난 널 이제 나는 어떡해야 해 보고싶어 다 미안해 이제와서 다 후회돼 사랑해 아직 널 잊지못해 난 널 이제 나는 어떡해야 해 
",
726, 주단  Joodan   ,발라드,"흑백 필름같던 우리는 이제 잠드네요 스르륵 눈은 감겨 오지만 입은 웃고 눈은 젖고 밤은 깊고 이불은 포근해 해 해 둘이 포근해 해 해 남들과는 다르게 걷고 남들과는 다르게 웃어 버리고 마는 따뜻함 별을 보러 가자고 해도 별을 따러 가자고 해도 키를 낮춰 눈을 맞추네 해 해 해 해 둘이 포근해 달큰하게 짙은 향기가 하루를 또 삼켜요 스르륵 문을 열어 두고는 나는 없고 너만 남고 가득 차고 그래서 포근해 해 해 둘이 포근해 해 해 남들과는 다르게 걷고 남들과는 다르게 웃어 버리고 마는 따뜻함 별을 보러 가자고 해도 별을 따러 가자고 해도 키를 낮춰 눈을 맞추네 해 난 정말 미치겠어 해 난 정말 눈물 나게 니가 니가 해 난 정말 미치겠어 해 난 정말 눈물 나게 니가 니가 흑백 필름 같은 우리는 
",
727, 언스 UNS   ,발라드,"들고 있던 전활 끊어 버리고 네가 했던 말을 되뇌어 본다 정말 납득이 가질 않아서 혼잣말로 소리쳐 봐도 이미 닿지 않는 목소리만 이제 다시 볼 수 없는 너와 나의 거리 속엔 흘러간 추억만이 남아있어 두 번 다시 볼 수 없는 너와 나의 시간 속에 스쳐간 흔적만이 남아있어 덩그러니 혼자 생각에 빠져 네가 했던 말을 되내어 본다 다른 친구들과 술을 마셔도 귓가에 맴도는 너의 그 말이 메아리처럼 자꾸 들려와 이제 다신 볼 수 없는 너와 나의 거리 속엔 흘러간 추억만이 남아있어 두 번 다시 볼 수 없는 너와 나의 시간 속에 스쳐간 흔적만이 남아있어 네가 남긴 추억 들은 그저 그런 소설 속의 망가진 얘기처럼 잊혀갔어 네가 남긴 흔적 들과 함께 나눈 순간들은 사라진 연기처럼 흩어졌어 
",
728, 예슬  ,발라드,"그리운 마음도 지나간 시절도 이젠 추억이라는 두글자인데 너라는 사람도 너랑한 사랑도 이젠 그저 아쉬운 미소만 짓네 시간을 뒤로 돌릴수 있다면 우리 서로 상처 주기전 참 좋던 시절로 한번이라도 할 수 있다면 두 눈 마주 보는 걸로만 설렜던 시절로 고마워요 이 말 못한것 같아서 그땐 그런말도 못하고 니 맘 몰라줬어 사랑해요 너무 좋아서 그랬어 진짜 사랑은 처음이라 그래요 내 맘 같지 않아서 서운한 마음도 아팠던 순간도 이젠 없는 너라는 흔적뿐인데 너라는 사람도 너랑한 사랑도 이젠 그저 스쳐간 순간들 인데 시간을 뒤로 돌릴 수 있다면 우리 서로 상처 주기전 참 좋던 시절로 한번이라도 할 수 있다면 두 눈 마주 보는 걸로만 설렜던 시절로 고마워요 이 말 못한것 같아서 그땐 그런말도 못하고 니 맘 몰라줬어 사랑해요 너무 좋아서 그랬어 진짜 사랑은 처음이라 그래요 내 맘 같지 않아서 혹시나 어느날에 유독 보고 싶은날 한번이라도 난 좋으니 전화 한통 해줄래요 고마웠어 행복이란걸 내게 준 그땐 너랑은 영원할것 같았어 사랑해요 사랑했어 너무 좋아서 그랬어 아직 사랑이 서툴러서 그래요 내 맘 같지 않아서 
",
729, howwave  ,발라드,"살고 있어 머리 속에 뭔가가 부셔 버리고 싶은 욕망이 있지 누구나 그럴 때 마다 명상과 사색을 즐겨 사 육 십삼 징크스를 믿나 우연을 믿나 어짜피 끈으로 연결 되어있지 이건 징크스 Against violence History ain' t prove your improvement 아직도 쫓고 있나 이 징크스 세 번 물음에 답하고 난 세 번 다 죽었지 스핑크스 네 번 남았지 내 목숨 september thirteen Ninety six Pac died shot 4 bullets At Twenty five for haven And seven Add four life to haven never end to reborn Peace and love for sacrifice 가끔 이런 망상을 즐겨 우연이 아닌 필연이 필요 없지 미련이 이미 우린 정해 졌지 끝이 아닌 시작 시작이 아닌 끝 전쟁을 위한 전쟁 평화를 위한 전쟁 아직 까지 숨바꼭질인가 이 빌어먹을 징크스 Who Need hip hop genre Sabotage No need taboo and tattoo for music Bipolar can’t kill the jinx Inside the head locked and play like puppet play Ain’t pay for real art They suck about this No peace to pierce my heart Lost perception real inception is here for the real no need philosophy 연약한 놈들은 에 이길 자격이 없지 사실 살아 남는 놈들이 진짜 강한 놈이지 Pray for the jinx Play for the jinx 13년 째 찾아오지 않은 나무 볼 수 없는 꿈을 꿨어 바닥에 누워 검은색 바탕 화면에 날 죽이려고 들어 난 이미 숨이 멎은지 오래 그럴때마다 망상과 상상을 즐겨 삼십 육 사 징크스를 믿나 무엇을 믿나 보여도 못 믿으면 볼 수가 없지 이건 망할 징크스 기억을 할 수 없어 망각이 다시 망상으로 남아 세 번의 기회는 없지 침묵 속에 고통은 죽음의 연속일 뿐 다시 손을 뻗어 바닥에 누운 채로 볼 수가 없어 아직도 주먹을 쥔 채로 닿길 바래 차례가 올때까지 기다려 이 보이지 않는 미래에서 그리고 탓하지 이건 마치 징크스 Conscious idiot be millions Can t find the justice but bucks 정의와 진리를 믿는 다면 이상을 넘어선 망상이지 사회를 부순다면 가망성이 있겠지 Don' t be dog 이 안에 독기로 Get the wings with no control Out of control We need sabotage for soulless machines We ain' t no machine Just be punch machine 다들 유행이라 따라해 트렌디라 따라해 다 따라해 마치 머신 What the hell jinx We are the same like that machine 다들 문 열린 철창 안에서 밥 주기만을 기다려 꼬리 흔들면 밥 더 주겠지 나는 철창에 나와 이 지긋지긋한 징크스를 죽였어 나와 함께 Prey for the jinx 
",
730, 장남건  ,발라드,"그대와 내가 함께 걷던 이 거리가 쓸쓸해 보여요 하염없이 잊으려 애를 써봐도 그대의 기억들로 눈물이 앞을 흐리죠 우리를 웃게 만들었던 그 무엇도 날 웃게 만들지 못해 오늘을 지내려 애를 써봐도 그때의 기억들로 눈물이 앞을 흐리죠 가끔씩 떠오르는 그대 얼굴과 그 때의 풋풋했던 우리 모습이 좋은 기억들로 남을 수 있다면 그보다 더 좋을 수는 없겠죠 시간이 흘러 그 추억 흐려져가도 다른 사람과 이 길을 걷게 되어도 한번쯤은 그때 우릴 다시 그려봐요 이젠 오지 않을 그날이니까 한 없이 투명한 그대 미소와 나만을 바라보던 그대의 눈이 좋은 기억들로 남을 수 있다면 그보다 더 좋을 수는 없겠죠 시간이 흘러 그 추억 흐려져가도 다른 사람과 이 길을 걷게되어도 한번쯤은 그때 우릴 다시 그려봐요 이젠 오지 않을 그날이니까 세월이 흘러 서로를 잊어버려도 우리가 걷던 이 거리가 없어져도 우리 함께 했던 시간들에 후횐 없어요 좋았으니까 
",
731, 썰티  ,발라드,"앞서가는 너의 뒷모습을 보며 우리의 만남도 어느덧 끝인걸 예감했었어 좋았던 순간의 감정들을 지워야겠지 널 알기 전 그때처럼 그렇게 다 타버린 촛불처럼 널 사랑했던 마음도 무뎌져 너도 똑같겠지 남은건 마지막 인사뿐 후회 말고 우리 이별해 미련 같은거 남겨두지 말자 우리 사랑 여기까지 만해 억지로 붙잡아왔던 사랑이 이렇게 힘든 거라면 다시는 못 해 그러니 우리 후회말고 이별해 오랜시간 우리 당연해졌나봐 받는게 익숙해져 주는 것을 잊었나봐 시간 지나면 널 잡았던 내 노력도 쓸모 없었단 걸 깨닫겠지 꼬여버린 매듭처럼 내 마음도 뒤엉켜있어 너도 똑같겠지 남은건 마지막 인사뿐 후회 말고 우리 이별해 미련 같은거 남겨두지 말자 우리 사랑 여기까지 만해 억지로 붙잡아왔던 사랑이 이렇게 힘든 거라면 다시는 못 해 우리 여기 까지야 언제부턴가 우리 남이었잖아 차라리 서툰 이별이 더 이상 아프지않는 길 이란걸 깨달아 후회 말고 우리 이별해 미련 같은거 남겨두지 말자 우리 사랑 여기까지 만해 억지로 붙잡아왔던 사랑이 이렇게 힘든 거라면 다시는 못 해 그러니 우리 후회말고 이별해 
",
732, 서정시  ,발라드,"겨우내 잠든 시든 장미를 바라보다 생각이 났어 서글퍼지는 가을 끝자락에 수줍게 핀 푸른 꽃잎 하나 오랜만이야 다 바래지는데 너는 아직 그대로 있구나 외로움이야 녹아들겠지만 기다림은 추울지도 몰라 시린 만큼 예쁜 꽃잎이 되어 다시 한번 활짝 피어줘 사월의 풀흰나비가 되어 너를 찾을 수 있게 셀 수 없이 쏟아진 진눈깨비가 널 위한 홀씨가 될 테니 지지 말아 줘 얼어붙은 채로 날 어디든 데려가 줘 첫눈이 나린 거리 널브러진 햇살이 그리워진 까닭에 뭇 계절이 지나간다 시린 만큼 예쁜 꽃잎이 되어 다시 한번 활짝 피어줘 사월의 풀흰나비가 되어 너를 찾을 수 있게 셀 수 없이 쏟아진 진눈깨비가 널 위한 홀씨가 될 테니 지지 말아 줘 얼어붙은 채로 날 어디든 데려가 줘 
",
733, PoCo  ,발라드,"On a gloomy Friday night my friends talked me into leaving my place for a while While they were laughing I just stared into the sky spaced out As I was walking the moon shed a pale light on me All the lights are so bright My eyes chase the colors The green lights come up they approach me one by one And now no word no gesture can ever ruin this beautiful night On the night in that mood I knew I was falling for it This place gets better and better as people unfold the stories They are all chasing something over here Every single person has a portable star valued I believe in myself Now I have gotta buckle up I can make anything that happens tonight Like a superhero in a movie I travel in your beautiful light Portable star A portable star Beautiful In the night The sun will rise again tomorrow People'll return to their daily routines and pretend to live a normal life in an abnormal world I'm still not sure What's the answer What on earth am I doing here On the night in that mood I knew I was falling for it This place gets better and better as people unfold the stories They are all chasing something over here Every single person has a portable star valued I believe in myself Now I have gotta buckle up I can make anything that happens tonight Like a superheroine in a movie I travel in this beautiful night Although this path is not an easy one If you believe it's alright just go for it the way it is Before the end of this nighttime until the music stops I just want to stay in it to keep my precious star it's shining on Trust yourself Now we have gotta buckle up We can do anything fantastic tonight Like true love in the movie we can go through the starry night Portable star A portable star Beautiful Up all night 
",
