,artist,genre,lyric,title
108, 엄수현  ,발라드,"저기 저 달빛에 노을이 걷히면 그렇게 하루는 무심히 흘러가오 그저 내 바람은 잘 살아보는 것 괜스레 미안한 맘 에둘러서 건네오 힘겨운 길을 가준 내 옆에 잠든 그대여 나 우리네 삶을 위한 기도 드리오 어둔 밤길 무거운 내 발끝이 지쳐만 갑니다 저문 하루 끝 차갑게 뱉던 그 말이 생각이 납니다 달빛에 노래 부르네 푸른 새벽이 오는 다시 아침을 위하여 무던해질 수 있게 부디 행복했으면 고된 날들 실패와 내 가난을 곱씹어 봅니다 잠든 가족들 머리맡 저 창 너머 달빛이 집니다 
",
109, 이충주  ,발라드,"언제쯤이었나 봄비가 내렸었던 것 같아 갑작스런 너의 전화에 너에게로 난 슬리퍼에 츄리닝 넌 술에 취해 있었지 이름 모를 놀이터에서 널 만났지 엉망진창이었더라 옷 차림만큼이나 어설픈 내 마음 들키지 않으려 노력했어 엉망진창이었더라 헝클어진 내 머리만큼 복잡한 내 머릿속 감추려 노력했어 뜬금없이 힘 자랑하는 너 갑자기 팔씨름을 하게 됐어 네 손을 맞잡은 내 마음은 엉망진창이었던 것 같아 반짝이는 네 눈만 보인 나는 머릿속이 새하얘져 엉망진창이었던 것 같아 어느새 봄비는 그쳐가고 우리 주위엔 조용한 어둠만이 
",
110, 플라  PLA   ,발라드,"떨리는 눈빛 감춰봐도  난 이미 네 맘 알 것 같아  늘 네 곁에서 망설이는  이런 내 모습 바보 같아  바람이 너무 좋다  익숙한 너의 목소리  넌 어때 환한 미소 지으며  내게 묻는 너  Can u feel my love  can u feel my love  벅차는 가슴에 그댈 힘껏 안아요  Can u with my life  can u with my life  그대와 함께면 나는 두렵지 않아요  바람이 너무 좋다  익숙한 너의 목소리  넌 어때 환한 미소 지으며  내게 묻는 너  Can u feel my love  can u feel my love  벅차는 가슴에 그댈 힘껏 안아요  Can u with my life  can u with my life  그대와 함께면 나는 두렵지 않아요  Can u feel my love can u feel my love 벅차는 가슴에 그댈 힘껏 안아요 Can u with my life can u with my life 그대와 함께면 나는 두렵지 않아요 
",
111, 스탠딩 에그  ,발라드,"매번 다른 이유로 떠오르면 내가 어떻게 잊어 너를 떠올리지 않으려 애써봐도 너는 내 안에 있어 달이 지나가면 그대가 보여 오늘도 조금씩 흐려져 언젠가는 널 다시 만나겠어 나는 여기 있어 너는 하늘에 걸린 빛난 별보다 눈부시게 나를 비춰주고 있어 네가 멀어진 만큼 잊혀지기를 바보처럼 멍하니 바라고 있어 이만큼 멀어져도 떠오르면 내가 어떻게 잊어 너를 떠올리지 않으려 애써봐도 너는 내 안에 있어 별이 지나가면 그때가 보여 오늘도 조금씩 흩어져 언젠가는 널 다시 꼭 안겠어 나는 여기 있어 너는 하늘에 걸린 빛난 별보다 눈부시게 나를 비춰주고 있어 네가 멀어진 만큼 잊혀지기를 바보처럼 멍하니 바라고 있어 밤하늘 가득 안고서 그때의 우릴 떠올려봐 지금의 내가 네 앞에 서면 그때의 네가 안아줄까 너는 하늘에 걸린 빛난 별보다 눈부시게 나를 비춰주고 있어 네가 멀어진 만큼 잊혀지기를 바보처럼 멍하니 바라고 있어 너는 하늘에 걸린 빛난 별보다 눈부시게 나를 비춰주고 있어 네가 멀어진 만큼 잊혀지기를 바보처럼 멍하니 바라고 있어 이만큼 멀어져도 떠오르면 내가 어떻게 잊어 
",
112, 황가람  ,발라드,"수많은 밤을 지새고 난 괜찮아졌어 웃으며 네 얘기도 해 괜히 울적한 날에 술을 많이 마신 날엔 거의 연락할 뻔했어 그리운 마음은 불쑥 찾아오지만 따로 그립거나 쉽게 아프지 않아 가끔 니가 생각나 오래된 노랫말처럼 가끔 흥얼거리다 잊혀질 노래가사처럼 너가 참 좋아했었던 노래가 들려오면 널 만날 것 같아 아니 널 만난 것 같아 약속이 없는 주말에 잠이 오지 않는 밤에 거의 연락할 뻔했어 또 다른 사랑이 내 맘 두드리지만 이제는 사랑에 쉽게 빠지지 않아 가끔 니가 생각나 오래된 노랫말처럼 가끔 흥얼거리다 잊혀질 노래가사처럼 너가 참 좋아했었던 노래가 들려오면 널 만날 것 같아 아니 널 만난 것 같아 온 세상을 하얗게 덧칠한 너처럼 그때의 우리도 아름다웠을까 가끔 니가 생각나 오래된 노랫말처럼 가끔 흥얼거리다 잊혀질 노래가사처럼 익숙한 멜로디에 뻔한 가사들속에 우리의 추억이 물들은 채 잊혀지고 있어 
",
113, 디어밍  ,발라드,"오늘은 걷고만 싶은 맘에 커피 한잔 들고서 너를 만나러 가는 맘이 왜이리 설레일까 너와 둘이 걷는 이 길을 따라서 우리 어깨 위에 햇살 가득하게 비추고 봄이 어느덧 다가와 마음을 포근하게 만들어 매일 오늘처럼 행복하길 바래 밝은 하늘처럼 우리 사랑도 영원하길 I love you 너의 곁에 있는 나의 모습 참 좋은걸 I love you 매일이 오늘만 같았으면 두근두근 떨려와 바라보아도 좋은 너야 언제나 함께해줘 너와 둘이 걷는 이 길을 따라서 우리 어깨 위에 햇살 가득하게 비추고 봄이 어느덧 다가와 마음을 포근하게 만들어 매일 오늘처럼 행복하길 바래 밝은 하늘처럼 우리 사랑도 영원하길 I love you 너의 곁에 있는 나의 모습 참 좋은걸 I love you 내 볼을 스치는 바람 거리엔 많은 연인들 우리를 반기는 꽃들처럼 웃기만을 바랄게 매일 오늘처럼 행복하길 바래 밝은 하늘처럼 우리 사랑도 영원하길 I love you 너의 곁에 있는 나의 모습 참 좋은걸 I love you 
",
114, 제이준  J  JUUN   ,발라드,"오늘 그대를 그대를 만나면 오늘 그대가 내 옆에 있다면 준비한 말이 참 많아 그중에 하나 그중에 이말 들어봐 나에게 좀 더 가까이 다가와 스치지 않게 좀 크게 말할게 오늘이 가고 또 내일이 가도 틀리지 않게 바뀌지 않게 오늘 그대를 그대를 만나면 오늘 그대가 내 옆에 있다면 준비한 말이 참 많아 그중에 하나 그중에 이말 사랑해 알잖아 내 욕심은 너를 보고 너를 부를 알잖아 난 그저 널 보고 너만 찾는 나는 오늘 그대를 그대를 만나면 오늘 그대가 내 옆에 있다면 준비한 말이 참 많아 그중에 하나 그중에 이말 사랑해 들어봐 내 이야길 너만 보고 너만 찾는 들어봐 내 맘이 좀 그래 많이 아파 이 밤 오늘 그대가 그대가 떠나면 오늘 그대가 내 옆에 없다면 해준 말들이 너무 슬퍼 그중에 하나 그중에 이말 사랑해 
",
115, 노현승  ,발라드,"희미해진 발걸음 숙여진 고개가 너무나 무거울 때 힘이들어 차마 웃지 못할때 널 바라보는 시선에 눈을 돌릴때 너 바래질때쯤 걱정하지마 너 이제는 다시 일어설테니 무너지는 마음도 어두웠던 그 순간들도 다른 의미가되어 바람처럼 네게 머물거야 홀로 남겨진듯한 외로움이 너무나 괴로울때 눈물이 흘러 네 가슴을 적실때 어두워 앞이 보이지 않을때 너 바래질때쯤 걱정하지마 너 이제는 다시 일어설테니 무너지는 마음도 어두웠던 그 순간들도 다른 의미가되어 바람처럼 네게 머물거야 무너지는 마음도 어두웠던 그 순간들도 다른 의미가되어 바람처럼 네게 머물거야 
",
116, 이진재  ,발라드,"잘 지내 자주 나올 테니까 안녕 울지 마 아주 멀리 가는 거 아냐 내년 첫눈은 같이 보자 꼭 둘이서 그러니 좀 웃어봐 짧아진 내 머리가 귀엽다면서 돌아선 니 어깨가 왜 또 떨리니 약하니까 운동도 좀 하고 건강해 내가 못 챙겨도 잘 지내야 해 내 생각나면 면회 한 번 와줄래 어쩌다 내가 가끔씩 그립거든 까만 밤 하늘마다 니 얼굴 그릴 때면 니가 면회 와주면 좋겠다 세상은 나 없이 잘 돌아가겠지 백일 뒤 넌 많이 예뻐져 있겠지 나 없어도 너 혼자 울지 마 약속해 벌써부터 니가 참 보고 싶다 내 생각나면 면회 한 번 와줄래 어쩌다 내가 가끔씩 그립거든 까만 밤 하늘마다 니 얼굴 그릴 때면 니가 면회 와주면 좋겠다 혹시 다른 사람 생겨도 한 번은 꼭 보러 와줄래 마지막으로 꼭 한 번 안아보자 일 년 반 뒤에 여기서 꼭 만나자 매일 밤 하늘마다 니 얼굴 헤다 보면 그땐 웃으며 볼 수 있겠지 꼭 볼 수 있으면 좋겠다 
",
117, 신예영  ,발라드,"나 아직 꿈을 꾸죠 밤하늘 희미한 달빛처럼 눈부셨던 기억 속에 그 사람 어렴풋이 생각이 나네요 바람에 흩날리는 꽃잎에 따뜻한 그대 향기를 느끼고 스쳐 지나간 듯한 짧았었던 인연이 이제 내 전부인 걸요 같은 하늘 아래 그대와 함께 있다는 걸 지워질까 두려운 거죠 푸른 바다 수평선까지 걸을 수 있다면 나 그대 손 놓지 않을게 하늘에 수놓아진 별빛에 따뜻한 그대 숨결을 느끼고 운명처럼 그대와 이대로만 이렇게 남아 숨 쉴 수 있다면 같은 하늘 아래 그대와 함께 있다는 걸 지워질까 두려운 거죠 푸른 바다 수평선까지 걸을 수 있다면 나 그대 손 놓지 않을게 같은 하늘 아래 그대와 함께 있다는 걸 지워질까 두려운 거죠 푸른 바다 수평선까지 걸을 수 있다면 나 그대 손 놓지 않을게 
",
118, 원필  DAY    ,발라드,"언제부턴가 불쑥 내 습관이 돼버린 너 혹시나 이런 맘이 어쩌면 부담일까 널 주저했어 언제부턴가 점점 내 하루에 스며든 너 아침을 깨우는 네 생각에 어느샌가 거리엔 어둠이 젖어 들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 네가 좋다고 괜히 어색할까 혼자 애만 태우다 끝끝내 망설여왔던 순간 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 언제부턴가 가끔 너와 마주칠 때마다 한참을 머뭇거린 어설픈 손 인사만 오늘 밤도 후회로 잦아들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 보고 싶다고 괜히 어색할까 혼자 애만 태우다 수없이 연습해왔던 그 말 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 첫눈을 빌려 오늘은 꼭 고백할 거야 작은 너를 품에 안고서 눈을 마주하고 너무 사랑한다고 함께 하고 싶다고 
",
119, 규현  KYUHYUN   ,발라드,"얼마나 한참을 서있었는지 멀리 너의 모습 보면서 그 모습 사라질 때까지 나의 발걸음은 움직일 수조차 없었지 내가 어떤 사랑받았었는지 내가 어떤 아픔 줬는지 이제야 널 보낸 후에야 돌아선 후에야 다시 후회하고 있잖아 떠나간 다른 사랑 때문에 비틀거리던 나를 힘들게 지켜주던 널 바라보지 않았지 그렇게 사랑이 온 지 몰랐어 기대어 울기만 했잖아 그런 내 눈물이 너의 가슴으로 흘러 아파하는 널 나는 밀어냈었지 사랑은 떠난 후에야 아는지 곁에 두고서 헤맨 건지 이제야 알겠어 너에게 기대어 울던 그 순간들이 가장 행복했었던 나를 떠나간 다른 사랑 때문에 비틀거리던 나를 힘들게 지켜주던 널 바라보지 않았지 그렇게 사랑이 온 지 몰랐어 기대어 울기만 했잖아 그런 내 눈물이 너의 가슴으로 흘러 아파하는 널 나는 밀어냈었지 사랑은 떠난 후에야 아는지 곁에 두고서 헤맨 건지 이제야 알겠어 너에게 기대어 울던 그 순간들이 가장 행복했었던 나를 
",
120, 여은  ,발라드,"하얗게 물든 하늘은 너를 닮았던 것 같아 기억 속을 걸어가다 보면 가슴 아파했던 이유가 손이 저려왔던 이유가 모두 다 너였었나봐 기억을 걷다 보면 내 사랑이 전부 너였어 소리쳐서 부르면 돌아봐줄 것만 같아서 이렇게 불러본다 제발 다시 나에게 돌아와 난 아직도 그 기억에 살아 흐르는 눈물은 알아 얼마나 사랑했는지 내가 널 얼마나 보고파 했는지 내가 사랑했던 사람도 내겐 눈물 나던 사람도 모두 다 너였었나봐 기억을 걷다 보면 내 사랑이 전부 너였어 소리쳐서 부르면 돌아봐줄 것만 같아서 이렇게 불러본다 제발 다시 나에게 돌아와 난 아직도 그 기억에 살아 기억을 따라 걷다 보면 눈물이 흘러 니가 보고 싶어서 볼 수가 없어서 또 너를 찾아 거리를 헤매다 너의 생각에 주저 앉아 울고야 말았어 기억을 걷다 보면 내 사랑이 전부 너였어 기억을 걷다 보면 기억을 걷다 보면 기억을 하다 보면 너도 행복 했을거야 시간이 더 지나면 너도 내 생각이 날거야 나마저 널 떠나면 그땐 정말 이별이 될까봐 난 아직도 너 때문에 살아 
",
121, 박창근  span    span 이병찬  ,발라드,"그대 내게 다시 돌아오려 하나요 내가 그댈 사랑하는지 알 수 없어 헤매이나요 맨 처음 그 때와 같을 순 없겠지만 겨울이 녹아 봄이 되듯이 내게 그냥 오면 돼요 헤어졌던 순간을 긴 밤이라 생각해 그대 향한 내 마음 이렇게도 서성이는데 왜 망설이고 있나요 뒤돌아보지 말아요 우리 헤어졌던 날보다 만날 날이 더욱 서로 많은데 헤어졌던 순간을 긴 밤이라 생각해 그대 향한 내 마음 이렇게도 서성이는데 왜 망설이고 있나요 뒤돌아보지 말아요 우리 헤어졌던 날보다 만날 날이 더욱 서로 많은데 왜 망설이고 있나요 뒤돌아보지 말아요 우리 헤어졌던 날보다 만날 날이 더욱 서로 많은데 그대 내게 다시 돌아오려 하나요 지금 이대로의 모습으로 내게 그냥 오면 돼요 
",
122, 김기쁨  ,발라드,"어느 곳에도 머물지 못했어 그저 지나가길 바랬어 잠을 자도 네가 보여 너의 미소가 눈을 감아도 불을 꺼봐도 보여 그때는 몰랐어 그리울 거라는 걸 시간이 지날수록 자꾸 아파오는데 혼자 두지 말아요 고장 난 기억이 너의 온기를 가져와 사랑했던 크기만큼 많이 아픈 거라면 다신 그 사랑 못할 거예요 더 이상 나도 슬픔이 없다면 다른 삶이 와도 괜찮아 너 아니면 내 마음이 향하지 못해 지우려 해도 버리려 해도 안돼 몰랐어 그때는 그리울 거라는 걸 계절이 지날수록 자꾸 아파오는데 혼자 두지 말아요 고장 난 기억이 너의 온기를 가져와 사랑했던 크기만큼 많이 아픈 거라면 다신 그 사랑 못할 거예요 너의 빈자리가 너무나도 커요 어떡하나요 바보 같은 내 맘은 그대를 부르죠 혼자 두지 말아요 고장 난 기억이 너의 온기를 가져와 죽을 만큼 아파해야 하는 사랑이라면 이제 다시는 못할 거예요 
",
123, 이성혁  ,발라드,"많이 좋았어 너와 했던 모든 순간이 많이 좋아서 행복했어 모든 순간이 네가 좋아하던 하늘색 네가 좋아하던 파란 섬 좋아했던 모든걸 다 간직해 조금만 더 좋아하면 안되겠니 조금만 더 아파해도 괜찮겠니 나 정말 이기적이라 더 힘들기 전에 그만하잔 네 말 못 듣겠어 준비된 이별이라 하더라도 예정된 이별이라 했더라도 난 너무 힘이 들어서 우리 추억이 깊어서 더 아파와도 참아보자 네게 말해본다 많이 그리워 너와 웃던 모든 순간이 많이 그리워서 눈물만 나 모든 순간이 네가 웃고 있던 사진도 같이 웃고 있던 사진도 함께 했던 모든 게 다 꿈같아 조금만 더 좋아하면 안되겠니 조금만 더 아파해도 괜찮겠니 나 정말 이기적이라 더 힘들기 전에 그만하잔 네 말 못 듣겠어 널 만나고선 항상 꿈만 같았고 그 꿈속에만 머물고 싶었어 너무 좋아서 너무 행복했어서 미치도록 네가 보고 싶어 미치도록 사랑했단 마지막 너의 인사와 널 위해서 연락하지 말란 말에 나 아무 말도 못하고 그만하잔 네 말을 들었어 준비된 이별이라 했더라도 예정된 이별이라 했더라도 난 너무 힘이 들어서 우리 추억이 깊어서 더 아파와도 참아보자 말했어야 했다 
",
124, 서뉼 Seonyull   ,발라드,"아무런 조건도 없이 사랑했던 시절을 그대는 기억할까요 그대 예쁜 말투가 나의 어린마음을 알게 해줘서 참 고마워요 어쩌면 이건 우연이 아닐지 모르죠 이런 생각이 들때면 맘이 저려오는 걸요 이유가 꼭 있어야 하나요 사랑한단 말로 밖에 표현할 수 없는 걸요 내겐 너무나 과분한 그댄데요 영원토록 날 보고싶다 해주세요 이유가 꼭 있어야 하나요 사랑한단 말로 밖에 표현할 수 없는 걸요 내겐 너무나 과분한 그댄데요 이 맘을 눈으로 볼 수 있다면 이유가 꼭 있어야 할까요 사랑한단 말로 밖에 표현할 수 없는 걸요 내겐 너무나 과분한 그댄데요 영원토록 널 보고싶다 해줄게요 
",
125, 디어킴  ,발라드,"따뜻한 미소로 그대 외로운 내맘을 항상 위로해주며 나를 안아주던 그대 기억이 찾아와 나를 보던 그대의 눈 따스하던 그대의 손 눈을 감고서 되뇌이고 되새겼다 나를 보던 그대의 눈 따스하던 그대의 손 눈을 감고서 되뇌이고 되새겼다 이렇게 물들였던 너에게 사무친 마음을 이런 날 알아준다면 안아준다면 그걸로 돼요 나를 안던 그대의 품 따스하던 그대의 손 너무 선명히 날 안아줘서 고맙다 이젠 눈을 감는다 
",
126, 정의준  ,발라드,"멀리서 널 바라봤던 그 시절 그때로 돌아간다면 아무말 하지 않고 그냥 서로 지나쳤더라면 비 오던 날 우리 서로 마주 서서 말을 안나눴더라면 우리는 어떤 모습을 하고 서 있을까 그랬더라면 우 그랬더라면 우리 그때처럼 서로의 마음을 숨길 수 있을까 없던 일처럼 워 없던 일처럼 우리 서로 의미없는 후회만 늘 하고 있어 미안하다는 말 한마디로 그만하자는 그 짧은 순간에 어떻게 우리가 왜 쉽게 끝이 났는지 사랑하잖아 아직 멀어지면 안돼 워 멀어지면 안돼 우리 멈춰 서있던 너의 마음을 넌 기억하겠니 잊혀지면 안돼 워 소중한 날들이 그때 그대 그대 그때로 그 시절 그때로 돌아간다면 
",
127, 주호  ,발라드,"사랑이었다 별거 없던 내 하루에 빛이 돼준 단한 사람 나보다 나를 더 아껴 주던 너를 그땐 왜 몰랐을까 행복이었다 다시는 없을 것 같던 잠시나마 행복했었다 다른 사람 곁에 있는 널 생각해 본 적 없지만 이젠 너를 보내줘야 할 것 같아 내가 아니라도 눈부시게 사랑받았을 너라서 그 소중한 시간을 나와 함께해 줘서 고마웠어 예쁘고 아름다웠던 너의 그날에 함께했던 그 모든 순간이 행복했어 내 전부였다 무엇도 바꿀 수 없던 우리라서 행복했었다 다른 누구라도 나보다 더 좋은 사람 만나서 이젠 나를 잊고 행복하게 살아 내가 아니라도 눈부시게 사랑받았을 너라서 그 소중한 시간을 나와 함께해 줘서 고마웠어 예쁘고 아름다웠던 너의 그날에 함께했던 그 모든 순간이 행복했어 어두웠던 내 하루에 빛이 되어주던 그날들을 어떻게 잊고 살아 과분했던 너라는 사람을 만나 누구보다 사랑했었다 내가 아니었다면 눈부시게 사랑받았을 너란 걸 이 세상에 누구보다 더 잘 알아서 미안했어 너와 함께한 날들이 더 말할 게 있을까 행복한 기억만 가져갈게 
",
128, 장필순  ,발라드,"하얀 벚꽃 너의 눈썹 위에 내려앉던 봄을 기억해 작은 우산 우리 어깨 흠뻑 비에 젖던 밤도 생각나 멀리 웃고 있는 너 그래 난 그게 좋아 너답게 사는 모습 가지지 않아도 충분히 행복해 나는 언젠가 이유 없이 외로운 밤 달빛에 아침까지 뒤척일 때 꿈처럼 스며드는 사람이길 아무런 슬픔 없이 말야 기억 속에 점을 찍듯 자리마다 남은 우리 사랑의 기록 멀리 반짝이는 너 그래 난 그게 좋아 그 빛을 잃지 않게 우리를 보낸다 모든 게 아름다울 때 이별은 시간이 던져준 질문 그 답을 이제는 찾은 것 일뿐 지난날 우린 모두 살아있어 그대로 그날 그곳 그 시간에 언젠가 이유 없이 외로운 밤 달빛에 아침까지 뒤척일 때 꿈처럼 스며드는 사람이길 아무런 슬픔 없이 말야 하얀 벚꽃 너의 눈썹 위에 내려앉던 봄은 저 멀리 가도 
",
129, 류석원  ,발라드,"하루에도 몇 번씩 내 머리 위로 너는 날아들곤 해 오랫동안 이따금 내 꿈결 속에 말을 건네는 걸 우리 둘의 계절은 모두 다 지나갔으니 오늘과 어울리지 않는 겉옷은 옷장에 묻어버릴래 다들 하는 말처럼 시간은 이제 너를 멀리 데려갔어 왠지 서운한 것 같은 기분도 들어 내가 이상해졌나 봐 아직도 닮아있는 습관에 문득 눈물 지었다가도 조금은 선선해진 들숨에 금세 잊어버리는 걸 우리 둘의 계획은 모두 다 바래졌으니 손을 대지 못했던 낡은 서랍을 옥상에 널어 말릴래 다들 하는 말처럼 시간은 이제 너를 멀리 데려갔어 왠지 서운한 것 같은 기분도 들어 내가 이상해졌나 봐 다들 하는 말처럼 시간은 이제 너를 멀리 데려갔어 뭔가 잘못된 것 같은 기분도 들어 내가 이상해졌나 봐 그래 뻔한 말처럼 시간이 지나가면 나아진댔지만 벌써 아무렇지 않은 기분도 들어 내가 이상해졌나 봐 정말 내가 괜찮아졌나 봐 정말 내가 이상해졌나 봐 
",
130, 김대연  ,발라드,"밤 새 너무 많이 울어서 눈을 제대로 뜰 수조차 없는 아침 눈이 부셔 깨곤 했던 다른 아침엔 널 만날 생각에 늘 행복하게 깼었지 왜 날 버렸니 이유를 말해줘 두 번 다시는 너를 볼 수 없는 거니 내가 어떡하면 될지 내게 말해줘 보이지가 않아 너와 멀어져버린 나는 밤 새 너무 많이 취해서 몸을 제대로 가눌 수도 없는 이 밤 기분 좋아 취했었던 다른 그 밤엔 늘 니가 옆에 있어 행복하게 취했지 왜 날 버렸니 이유를 말해줘 두 번 다시는 너를 볼 수 없는 거니 내가 어떡하면 될지 내게 말해줘 보이지가 않아 너와 멀어져버린 나는 날 버리고 넌 행복한 거니 내가 없는 니 삶은 이렇게 아프지 않고 행복한 거니 왜 날 버렸니 이유를 말해줘 두 번 다시는 너를 사랑할 수 없게 내가 싫어진 거라면 제발 말해줘 지워지지 않아 너와 사랑했던 나날들 
",
131, 인우  ,발라드,"왜 그댄 아픈 이름이 되었는지 왜 남보다 못 한 사이가 되었는지 왜 슬픈 영활 봐도 안 나던 눈물이 습관처럼 흐르는 건지 잊었냐고요 아니요 괜찮냐고요 아니요 내 전부인 그대를 내가 어떻게 잊어요 맘 떠난 그대 말처럼 잊는 건 쉽지 않아요 좋은 사람 만나라니 그걸 말이라고 해요 잘 지내냐고요 아니요 내 맘에 돌덩이 얹어 놓은 것처럼 왜 떠올릴 때마다 먹먹해지는지 왜 분명 오지 않을 그댈 기다리며 돌아올거라 믿고 있는지 잊었냐고요 아니요 괜찮냐고요 아니요 내 전부인 그대를 내가 어떻게 잊어요 맘 떠난 그대 말처럼 잊는 건 쉽지 않아요 좋은 사람 만나라니 그걸 말이라고 해요 잘 지내냐고요 아니요 그대에게 진 빚이 남겨진 미련보다 많은데 훨씬 많은데 어떡하죠 날 망가뜨린 이별은 내 잘못이 아니라고 다 그대를 탓하고 그대를 원망해요 다른 사랑하는 그대를 매정하게 끊어내려도 미워지지가 않아 미워지지가 않아요 이렇게 또 하루가 가네요 
",
132, 박슬기  ,발라드,"그때는 우리 행복했었다고 말 해주겠죠 멀리 돌아왔다고 언젠가 우리 다시 만난다면 안아주겠죠 익숙한 모습으로 문득 또 그댈 찾았죠 이제 더는 곁에 없는데 아직도 내 맘에 가득한 그댈 지울 수 없는데 언젠간 돌아와주겠죠 나는 그대 하나만 기다리고 원하죠 그리움도 잊어야 한다면 나 계속 그댈 사랑할게요 다 보낼 수가 없어서 돌아오지 않을 그대라도 기다린다고 그대 늘 바라봐주던 나는 여기 그대로인데 아무리 찾아도 볼 수 없는 그대는 행복한가요 언젠간 돌아봐주겠죠 나는 그대 하나만 기다리고 원하죠 그리움도 잊어야 한다면 나 계속 그댈 사랑할게요 다 보낼 수가 없어서 돌아오지 않을 그대라도 기다린다고 다시 우리 서롤 바라볼 수 있다면 그대만을 향한 나의 긴 기다림도 나는 괜찮다고 다시 그댈 볼 수 있다면 나는 더 바랄 게 없는데 단 한 사람만 기다리고 원하죠 그 무엇도 대신 할 수 없는 사랑이란 걸 알았으니까 지워낼 수가 없어서 돌아오지 않을 그대라도 기다린다고 
",
133, 보리  ,발라드,"어디까지 진심인 걸까 어떤 맘이 거짓이 아닐까 의미 없는 고민에 사로잡혀 새벽을 지새고 하루에 치이면 자연스러웠던 게 어려워져 모든 게 다 가짜인 세상에서 거짓으로 살아가고 빛을 잃어버린 사람들 그리고 나도 똑같지 어쩔 수 없는 일일까 이 틈에서 살아가려면 의미 없는 행동에 익숙해져 새벽을 지새고 하루에 치이면 자연스러웠던 게 어려워져 모든 게 다 가짜인 세상에서 거짓으로 살아가고 빛을 잃어버린 사람들 그리고 나도 그리고 너도 그리고 우린 똑같지 
",
134, 장이수  ,발라드,"보이지 않는 하루의 끝에 어제 같은 마음으로 걸어가는 오늘의 나는 어디쯤일까 흐르는 시간 그 속에 많은 게 잊혀져 가네 지금 나 어디론가 떠나고 싶어 더 먼 곳으로 이렇게 걷다 보면 난 어떻게 또 어디로 다다를까 지금 나 어디론가 떠나고 싶어 더 먼 곳으로 이렇게 걷다 보면 난 어떻게 또 어디로 다다를까 
",
135, 박경하  ,발라드,"무릇 살며시 물위의 결처럼 바람에 기대어 흔들리는 모습을 사랑하다 죽어버린 새의 혼령을 보았네 멍든 사랑의 화인을 가진 저마다 이 꽃을 지나치지 못하고 속으로 떠오르는 멍울진 기억이 환하게 살아오는데 선뜻 이름이 떠오르지 않아 왈칵 눈물부터 얼굴위로 흐르는데 논배미 너머 산모룽이를 도는 가뭇한 거리는 사람의 등만이 선뜻 이름이 떠오르지 않아 왈칵 눈물부터 얼굴위로 흐르는데 논배미 너머 산모룽이를 도는 가뭇한 거리는 사람의 등만이 새에 깃에 묻힌 울음처럼 쿨렁거린다 
",
136, 꼬마견  ,발라드,"지금 어디 가세요 어딜 향해 가나요 무엇이 그리 급하신가요 발걸음 좀 멈춰줄래요 여기도 봐주시고 저기도 봐주세요 천천히 사랑도 느끼고 따뜻함도 느껴가며 오래오래 함께해요 앞만 보지 말고 옆도 봐주세요 점점 메말라가는걸요 왜 이렇게 눈물이 나는지 잘 모르겠어요 잘 살고 있는지 뭐가 그리 중요하고 중요한지 옆에 있는 사람 챙기지도 못하고 아 정말 난 잘 못 살았나요 여기도 봐주시고 저기도 봐주세요 천천히 사랑도 느끼고 따뜻함도 느껴가며 오래오래 함께해요 앞만 보지 말고 옆도 봐주세요 점점 메말라가는걸요 
",
137, 홍창우  ,발라드,"나쁘지 않은 날이야 해가 적당하고 뺨을 스치는 바람마저 빈자리가 생긴 차엔 태연한 척 하는 나와 함께 부른 노래만 한 골목 또 한 골목 너에게서 벗어날 때야 난 알게 된 거야 이게 마지막이란 걸 떠나가는 날 가지 말라는 그 말 못내 걸리지만 눈물은 왜 이제야 후회하라 흐르는지 이젠 갈 수 없는데 길은 막히지 않았어 원래 자리로 가란 듯이 점점 멀어지는데 한 골목 또 한 골목 함께 익숙했던 날들이 이제야 떠오른 거야 내일부터 넌 없다고 떠나가는 날 가지 말라는 그 말 못내 걸리지만 눈물은 왜 이제야 후회하라 흐르는지 이젠 갈 수 없는데 어쩌면 하루가 지나고 익숙한 전화가 오면 멋쩍게 웃으며 다시 돌아갈까 봐 애써 잠들려 하고 있어 너는 어떤지 괜찮은 건지 보고 싶진 않은지 마치 아프라는 듯이 기다리는 거야 한 골목 또 한 골목 너에게서 벗어날 때야 난 알게 된 거야 이게 마지막이란 걸 떠나가는 날 가지 말라는 그 말 못내 걸리지만 눈물은 왜 이제야 후회하라 흐르는지 이젠 갈 수 없는데 
",
